step,time,endpoint_max_abs,endpoint_max_rel,endpoint_max_ulp,tube_max_abs,tube_max_rel,tube_max_ulp
986,9.86,1.3322676295501878e-14,1.4446903019597555e-14,120,1.3322676295501878e-14,1.4880176589680657e-14,120
987,9.870000000000001,1.3322676295501878e-14,1.4039053190607822e-14,119,1.3322676295501878e-14,1.4567967439903678e-14,120
988,9.88,1.354472090042691e-14,1.3539789323816496e-14,118,1.3322676295501878e-14,1.403825402108411e-14,119
989,9.89,1.3322676295501878e-14,1.3403309403516591e-14,120,1.3322676295501878e-14,1.37680439829568e-14,120
990,9.9,1.3100631690576847e-14,1.2622301586250916e-14,59,1.3100631690576847e-14,1.2954963312386655e-14,116
991,9.91,1.2878587085651816e-14,1.2306234046776187e-14,58,1.2878587085651816e-14,1.2620387940267046e-14,58
992,9.92,1.2434497875801753e-14,1.159304566320535e-14,56,1.2656542480726785e-14,1.2091867582364743e-14,57
993,9.93,1.2656542480726785e-14,1.1521582006397545e-14,57,1.2878587085651816e-14,1.2004567249626956e-14,58
994,9.94,1.2656542480726785e-14,1.125759568207683e-14,57,1.2656542480726785e-14,1.1518852385414283e-14,57
995,9.950000000000001,1.3766765505351941e-14,1.0620961464884955e-14,55,1.3766765505351941e-14,1.1057182330116212e-14,56
996,9.96,1.4210854715202004e-14,1.0580542792229024e-14,56,1.4210854715202004e-14,1.1004002116055201e-14,57
997,9.97,1.509903313490213e-14,1.0543725637899929e-14,57,1.509903313490213e-14,1.0954991739861095e-14,58
998,9.98,1.5987211554602254e-14,9.966768544658457e-15,55,1.5987211554602254e-14,1.0355268139926448e-14,56
999,9.99,1.687538997430238e-14,9.592327487518075e-15,54,1.687538997430238e-14,9.963200337962225e-15,55
1000,10.0,1.7763568394002505e-14,9.234303432673388e-15,53,1.7763568394002505e-14,9.588692222519332e-15,54
