attempt_index,boundary_before,control,decision,h_attempted_hex,x_margin,y_margin
114,114,C4,accepted,0x1.4712f6c112bddp-6,9.800369525640767e-05,3.4182369005236854e-05
115,115,C4,accepted,0x1.67c80f6dfb040p-6,9.780406508204842e-05,1.963865299747916e-05
116,116,C4,accepted,0x1.8bc2775f60eadp-6,9.758447189025327e-05,1.6297553189316481e-06
117,117,C4,accepted,0x1.b355e9b5b768cp-6,9.86714581896393e-05,7.107099963516927e-05
118,118,C4,accepted,0x1.dede8114b0267p-7,9.853860430860322e-05,6.630631376819437e-05
119,119,C4,accepted,0x1.0760c6fe94153p-6,9.839246503946355e-05,6.0707114319116104e-05
120,120,C4,accepted,0x1.21b7414b3c7dcp-6,9.82317118434099e-05,5.423223666967089e-05
121,121,C4,accepted,0x1.3eaffb05f5bd9p-6,9.805488332775089e-05,4.6880967277824825e-05
122,122,C4,accepted,0x1.5e8e60ecf4b6fp-6,9.786037196052598e-05,3.875388628301394e-05
123,123,C4,accepted,0x1.819c9dd173961p-6,9.764640945657858e-05,2.9317055063425517e-05
124,124,C4,accepted,0x1.a82c473332585p-6,9.741105070223644e-05,1.8686616875700278e-05
125,125,C4,accepted,0x1.d2971b1eb7613p-6,9.715215607246008e-05,6.172637270247648e-06
126,126,C4,accepted,0x1.009fe884180f1p-5,9.843368448985305e-05,7.218030582533381e-05
127,127,C4,accepted,0x1.1a497fc480dd6p-6,9.827705323883835e-05,6.823627726946916e-05
128,128,C4,accepted,0x1.36840c8b5a8d2p-6,9.810475886272218e-05,6.362559319316665e-05
129,129,C4,accepted,0x1.559140ffb0681p-6,9.79152350489944e-05,5.7684519665076086e-05
130,130,C4,accepted,0x1.77b96119420c2p-6,9.770675885389384e-05,5.063718064128663e-05
131,131,C4,accepted,0x1.9d4beacefbda3p-6,9.747743503928323e-05,4.232466182732268e-05
132,132,C4,accepted,0x1.c6a04f16e1d67p-6,9.722517884321155e-05,3.2345950229100906e-05
133,133,C4,accepted,0x1.f416bd65f86bfp-6,9.69476970275327e-05,2.04286525388816e-05
134,134,C4,accepted,0x1.130c81c4e23b6p-5,9.664246703028597e-05,6.720421862613476e-06
135,135,C4,accepted,0x1.2e8dc1f22c0e2p-5,9.815335551665729e-05,7.401121397761595e-05
136,136,C4,accepted,0x1.4ccf2223fd42cp-6,9.796869136832302e-05,7.015970095498393e-05
137,137,C4,accepted,0x1.6e170bf463631p-6,9.776556080515532e-05,6.424966804378402e-05
138,138,C4,accepted,0x1.92b2f38cd3b9dp-6,9.754211718567084e-05,5.688929649933857e-05
139,139,C4,accepted,0x1.baf80be7b5b2dp-6,9.729632920423794e-05,4.794342954291037e-05
140,140,C4,accepted,0x1.e7440d187b119p-6,9.702596242466172e-05,3.7215718334603404e-05
141,141,C4,accepted,0x1.0bff0733dd49bp-5,9.67285589671279e-05,2.4484263035794648e-05
142,142,C4,accepted,0x1.26cbbb1f736abp-5,9.640141516384068e-05,9.677562054010154e-06
143,143,C4,accepted,0x1.44468108fef56p-5,9.802077699011237e-05,7.181368586178998e-05
144,144,C4,accepted,0x1.64b3f456b20dfp-6,9.782285498912362e-05,6.709285806563245e-05
145,145,C4,accepted,0x1.885f8cc5c3dc3p-6,9.760514078803597e-05,6.138940861813822e-05
146,146,C4,accepted,0x1.af9c4e0cbdd8ap-6,9.736565516683958e-05,5.4504820179997146e-05
147,147,C4,accepted,0x1.dac5890e0407fp-6,9.710222098352353e-05,4.6157638666148666e-05
148,148,C4,accepted,0x1.051fd82e1bd13p-5,9.681244338187589e-05,3.545078453136345e-05
149,149,C4,accepted,0x1.1f3ca0ff84ffcp-5,9.649368802006347e-05,2.188962103201308e-05
150,150,C4,accepted,0x1.3bf5e44c457fcp-5,9.614305712206981e-05,4.598622946978817e-06
151,151,C4,accepted,0x1.5b8e7b20b2d96p-5,9.78786800671384e-05,6.891506403720605e-05
152,152,C4,accepted,0x1.7e4fedd72b226p-6,9.766654837385224e-05,6.333911730655076e-05
153,153,C4,accepted,0x1.a48b1f397c3f7p-6,9.743320351123746e-05,5.641671122298557e-05
154,154,C4,accepted,0x1.ce9908bf3bdf7p-6,9.717652416236121e-05,4.772856325919343e-05
155,155,C4,accepted,0x1.fcdb899f2842ap-6,9.689417687859732e-05,3.669837394631785e-05
156,156,C4,accepted,0x1.17df254abc8b1p-5,9.658359486645706e-05,2.2525842246341998e-05
157,157,C4,accepted,0x1.33dbdc389c32ap-5,9.624195465310277e-05,4.089972797638295e-06
158,158,C4,accepted,0x1.52a50bd7df048p-5,9.793307370920653e-05,6.851295369130104e-05
159,159,C4,accepted,0x1.748259d3dbb83p-6,9.772638138012718e-05,6.257041447802111e-05
160,160,C4,accepted,0x1.99c29602a4e44p-6,9.74990198181399e-05,5.509322423572171e-05
161,161,C4,accepted,0x1.c2bc71cfb5618p-6,9.724892209995388e-05,4.557886614174612e-05
162,162,C4,accepted,0x1.efcf49fe1451bp-6,9.697381460994927e-05,3.3314539161727336e-05
163,163,C4,accepted,0x1.10b2024bbe602p-5,9.66711963709442e-05,1.7291650118437743e-05
164,164,C4,rejected,0x1.2bf70286849cfp-5,9.633831630803861e-05,-3.872231318094365e-06
0,0,L2,accepted,0x1.999999999999ap-4,9.8749997e-05,7.286946843997795e-05
1,1,L2,accepted,0x1.c28f5c28f5c2ap-7,9.8624997e-05,6.655080041541422e-05
2,2,L2,accepted,0x1.ef9db22d0e562p-7,9.8487497e-05,5.832080283811798e-05
3,3,L2,accepted,0x1.1096bb98c7e29p-6,9.8336247e-05,4.7559557664990944e-05
4,4,L2,accepted,0x1.2bd9018e75794p-6,9.8169872e-05,3.350237795805528e-05
5,5,L2,accepted,0x1.49d51b4fe79f0p-6,9.79868595e-05,1.5241282844443191e-05
6,6,L2,accepted,0x1.6ad0d13e4b955p-6,9.889277137500001e-05,7.140968481624757e-05
7,7,L2,accepted,0x1.8f18e62aecbdep-7,9.87820488125e-05,6.55768780242133e-05
8,8,L2,accepted,0x1.b701c9fc046a8p-7,9.866025399375e-05,5.8193878426506654e-05
9,9,L2,accepted,0x1.e2e85e2ed1a86p-7,9.852627969312501e-05,4.897677968719979e-05
10,10,L2,accepted,0x1.0999670026830p-6,9.837890796243751e-05,3.7527033560177744e-05
11,11,L2,accepted,0x1.2428be19c3f68p-6,9.821679905868125e-05,2.344526308907215e-05
12,12,L2,accepted,0x1.4160044f8ac26p-6,9.803847926454938e-05,6.4106135232520195e-06
13,13,L2,accepted,0x1.618337f118a2ap-6,9.892116224550216e-05,7.011230778004171e-05
14,14,L2,accepted,0x1.84dd23ef9b195p-7,9.881327877005237e-05,6.473207131024066e-05
15,15,L2,accepted,0x1.abc00dedf768bp-7,9.869460694705761e-05,5.83066896526218e-05
16,16,L2,accepted,0x1.d68675b8f68cdp-7,9.856406794176337e-05,5.06759153197022e-05
17,17,L2,accepted,0x1.02c9f3f2879a4p-6,9.842047503593971e-05,4.144231243340147e-05
18,18,L2,accepted,0x1.1caaf2bdfb902p-6,9.826252283953367e-05,2.9868492518109988e-05
19,19,L2,accepted,0x1.3922716a94b83p-6,9.808877542348704e-05,1.6548389807146e-05
20,20,L2,accepted,0x1.5872aff53d311p-6,9.789765326583576e-05,1.69604440903864e-06
21,21,L2,accepted,0x1.7ae48e5a901c6p-6,9.884370794620966e-05,7.119163568973557e-05
22,22,L2,accepted,0x1.a0c836306b527p-7,9.872807904083062e-05,6.6789178758778e-05
23,23,L2,accepted,0x1.ca75d53542dacp-7,9.86008872449137e-05,6.181324544967545e-05
24,24,L2,accepted,0x1.f84e6a876323ep-7,9.846097626940506e-05,5.6286534888110105e-05
25,25,L2,accepted,0x1.155e5430dced6p-6,9.830707419634557e-05,5.0307067710512766e-05
26,26,L2,accepted,0x1.311af635bfd1fp-6,9.813778191598012e-05,4.4039941088254576e-05
27,27,L2,accepted,0x1.4f9da86e53009p-6,9.795156040757813e-05,3.77874581488907e-05
28,28,L2,accepted,0x1.712d6c795b4d7p-6,9.774671674833594e-05,3.050993604791083e-05
29,29,L2,accepted,0x1.96185db8b13bap-6,9.752138872316954e-05,2.173672982289069e-05
30,30,L2,accepted,0x1.beb46717f6280p-6,9.72735278954865e-05,9.950519494195096e-06
31,31,L2,accepted,0x1.eb600b00c1f8dp-6,9.850043899251757e-05,7.33834292738114e-05
32,32,L2,accepted,0x1.0e419fa6d115bp-6,9.835048319176933e-05,6.985910003982497e-05
33,33,L2,accepted,0x1.29482f9de5fe5p-6,9.818553181094627e-05,6.586434419958636e-05
34,34,L2,accepted,0x1.47029ac749cb0p-6,9.800408529204089e-05,6.133558462160027e-05
35,35,L2,accepted,0x1.67b610a8045f5p-6,9.780449412124498e-05,5.620558699938231e-05
36,36,L2,accepted,0x1.8baeabec04cf4p-6,9.758494383336947e-05,5.0514011078461077e-05
37,37,L2,accepted,0x1.b34023839ee40p-6,9.734343851670642e-05,4.4320606594426106e-05
38,38,L2,accepted,0x1.dec68d772ec7ap-6,9.707778266837707e-05,3.7570824661964687e-05
39,39,L2,accepted,0x1.07539a9b26877p-5,9.678556123521477e-05,2.8731080143774775e-05
40,40,L2,accepted,0x1.21a8c3aaaa61dp-5,9.646411765873625e-05,1.9170851558364806e-05
41,41,L2,accepted,0x1.3ea00a6eee9edp-5,9.611052972460987e-05,9.24238362138507e-06
42,42,L2,accepted,0x1.5e7cd846d3485p-5,9.786078999853544e-05,7.378145014565272e-05
43,43,L2,accepted,0x1.8189544de8693p-6,9.764686929838898e-05,7.031621728572347e-05
44,44,L2,accepted,0x1.a8170fef4c73cp-6,9.741155652822787e-05,6.649036412287792e-05
45,45,L2,accepted,0x1.d27fc4ba6db29p-6,9.715271248105066e-05,6.22837489640438e-05
46,46,L2,accepted,0x1.00931299bc557p-5,9.686798402915572e-05,5.767683073066369e-05
47,47,L2,accepted,0x1.1a3b6142b5913p-5,9.65547827320713e-05,5.2456844038533795e-05
48,48,L2,accepted,0x1.367484962e1fcp-5,9.621026130527842e-05,4.671861378478488e-05
49,49,L2,accepted,0x1.55802b71ff896p-5,9.583128773580626e-05,3.995652827444711e-05
50,50,L2,accepted,0x1.77a6963099172p-5,9.541441680938688e-05,3.2474726059394696e-05
51,51,L2,accepted,0x1.9d373ecf0eccbp-5,9.495585879032557e-05,2.4209641604453524e-05
52,52,L2,accepted,0x1.c68991e3c37adp-5,9.445144496935813e-05,1.4954202275613122e-05
53,53,L2,accepted,0x1.f3fdba1423d3fp-5,9.389658976629394e-05,4.619469238956845e-06
54,54,L2,accepted,0x1.12febff17a1b0p-4,9.664312302146167e-05,6.780748665076675e-05
55,55,L2,accepted,0x1.2e7e9ff00650fp-5,9.630743562360784e-05,6.389424692736898e-05
56,56,L2,accepted,0x1.4cbe7cbb3a25ep-5,9.593817948596861e-05,5.940333053735884e-05
57,57,L2,accepted,0x1.6e04bc678cc35p-5,9.553199773456548e-05,5.422713254679377e-05
58,58,L2,accepted,0x1.929ecf3eb4708p-5,9.508519780802203e-05,4.82073583198207e-05
59,59,L2,accepted,0x1.bae1e3f82ce23p-5,9.459371788882423e-05,4.11380208222174e-05
60,60,L2,accepted,0x1.e72badf764927p-5,9.405308997770664e-05,3.273260559741046e-05
61,61,L2,accepted,0x1.0bf19fae77509p-4,9.345839927547732e-05,2.259876302613185e-05
62,62,L2,accepted,0x1.26bcfc731cd8ap-4,9.280423950302504e-05,1.0176711070045678e-05
63,63,L2,accepted,0x1.443648e506218p-4,9.604233037666377e-05,6.732797062598901e-05
64,64,L2,accepted,0x1.64a21cfbed24ep-5,9.564656371433015e-05,6.318612571018082e-05
65,65,L2,accepted,0x1.884becaeb80f0p-5,9.521122038576317e-05,5.8274657235520705e-05
66,66,L2,accepted,0x1.af86b78cfdaa2p-5,9.473234272433948e-05,5.2357225738925606e-05
67,67,L2,accepted,0x1.daadc9e7e3d4cp-5,9.420557729677342e-05,4.508809405660105e-05
68,68,L2,accepted,0x1.0512c8a5f081dp-4,9.362613532645077e-05,3.594371243535709e-05
69,69,L2,accepted,0x1.1f2e431ceef54p-4,9.298874915909585e-05,2.4096651146513696e-05
70,70,L2,accepted,0x1.3be6169fd3a76p-4,9.228762437500543e-05,8.182075279452889e-06
71,71,L2,accepted,0x1.5b7d18e3026b5p-4,9.5758192056253e-05,6.824290341979114e-05
72,72,L2,accepted,0x1.7e3cce934f761p-5,9.533401156187829e-05,6.366513982161871e-05
73,73,L2,accepted,0x1.a476166ed7685p-5,9.486741301806612e-05,5.7812249771694506e-05
74,74,L2,accepted,0x1.ce81e579ecf2dp-5,9.435415461987273e-05,4.99870716050938e-05
75,75,L2,accepted,0x1.fcc216061e3e5p-5,9.378957038186e-05,3.836949978911061e-05
76,76,L2,accepted,0x1.17d125b690a25p-4,9.316852772004599e-05,1.9446848824223478e-05
77,77,L2,accepted,0x1.33cc7648d24c3p-4,9.62426888960253e-05,7.517214075835998e-05
78,78,L2,accepted,0x1.52941bb680ed7p-5,9.586695808562782e-05,6.947194106922584e-05
79,79,L2,accepted,0x1.746fb8158dd20p-5,9.545365419419061e-05,6.058588338995575e-05
80,80,L2,accepted,0x1.99ae174ae8cd7p-5,9.499901991360968e-05,4.646474446228657e-05
81,81,L2,accepted,0x1.c2a5e66c00154p-5,9.449892220497063e-05,2.4144529947084227e-05
82,82,L2,accepted,0x1.efb67d76cce44p-5,9.697440586273385e-05,8.230859380068146e-05
83,83,L2,accepted,0x1.10a45e9af0b0cp-5,9.667184674900724e-05,7.91526978634752e-05
84,84,L2,accepted,0x1.2be801aa6f28ep-5,9.633903172390797e-05,7.489044313968357e-05
85,85,L2,accepted,0x1.49e59b6ead79dp-5,9.597293519629876e-05,6.728813676942853e-05
86,86,L2,accepted,0x1.6ae2f7c68b9fap-5,9.557022901592863e-05,4.39537468669335e-05
87,87,L2,accepted,0x1.8f2cdd5a6662dp-5,9.756362460876075e-05,8.289781350188691e-05
88,88,L2,accepted,0x1.b717c049d7065p-6,9.731998736963682e-05,7.614089915200569e-05
89,89,L2,accepted,0x1.e30086b79fba3p-6,9.70519864066005e-05,6.583937576374246e-05
90,90,L2,accepted,0x1.09a6b07e97d9ap-5,9.675718534726055e-05,4.987181433442179e-05
91,91,L2,accepted,0x1.24375bbe73d5dp-5,9.643290418198661e-05,2.101909829069394e-05
92,92,L2,accepted,0x1.4170181e4c380p-5,9.803809595009264e-05,7.6741588940269e-05
93,93,L2,accepted,0x1.6194e754870a7p-6,9.78419058451019e-05,6.914310088620301e-05
94,94,L2,accepted,0x1.84f098102e252p-6,9.762609672961209e-05,5.8503763339300805e-05
95,95,L2,accepted,0x1.abd57411cc5c1p-6,9.73887067025733e-05,4.384944077013336e-05
96,96,L2,accepted,0x1.d69dffad2d988p-6,9.712757767283063e-05,2.4322616920462566e-05
97,97,L2,accepted,0x1.02d6e638d913ep-5,9.842016637005685e-05,7.671432380841415e-05
98,98,L2,accepted,0x1.1cb93071bb95ep-6,9.826218330706254e-05,7.078254976506479e-05
99,99,L2,accepted,0x1.39321bb04e581p-6,9.808840193776878e-05,6.278935681969911e-05
100,100,L2,accepted,0x1.5883eb41efc75p-6,9.789724243154566e-05,5.192039578090105e-05
101,101,L2,accepted,0x1.7af782c887c1bp-6,9.768696697470022e-05,3.712762813842227e-05
102,102,L2,accepted,0x1.a0dd0fdc95551p-6,9.745566397217025e-05,1.6978010903725892e-05
103,103,L2,accepted,0x1.ca8cc4a5d7773p-6,9.860061383469364e-05,7.329233391436301e-05
104,104,L2,accepted,0x1.f867a51cd3699p-7,9.8460675518163e-05,6.737536522631157e-05
105,105,L2,accepted,0x1.156c34697446ep-6,9.83067433699793e-05,5.9781790575713756e-05
106,106,L2,accepted,0x1.312a39a7331adp-6,9.813741800697723e-05,4.997861083033916e-05
107,107,L2,accepted,0x1.4fae729e51d0cp-6,9.795116010767496e-05,3.7261055061088224e-05
108,108,L2,accepted,0x1.713fe47af398ep-6,9.774627641844245e-05,2.0982169869914762e-05
109,109,L2,accepted,0x1.962cae873f283p-6,9.752090436028669e-05,4.5512561074115005e-07
110,110,L2,accepted,0x1.becabffb2bdf7p-6,9.863649604815768e-05,6.927334739098974e-05
111,111,L2,accepted,0x1.eb789ffab042ap-7,9.850014595297344e-05,6.331496526311165e-05
112,112,L2,accepted,0x1.0e4f24c9e0f17p-6,9.83501608482708e-05,5.601476853817409e-05
113,113,L2,accepted,0x1.29570ede1109ap-6,9.818517723309788e-05,4.626115071183152e-05
114,114,L2,accepted,0x1.4712f6c112bddp-6,9.800369525640767e-05,3.4182993416674963e-05
115,115,L2,accepted,0x1.67c80f6dfb040p-6,9.780406508204842e-05,1.9639620936222964e-05
116,116,L2,accepted,0x1.8bc2775f60eadp-6,9.758447189025327e-05,1.631262047438055e-06
117,117,L2,accepted,0x1.b355e9b5b768cp-6,9.86714581896393e-05,7.107143200044639e-05
118,118,L2,accepted,0x1.dede8114b0267p-7,9.853860430860322e-05,6.630691321866768e-05
119,119,L2,accepted,0x1.0760c6fe94153p-6,9.839246503946355e-05,6.07079431540175e-05
120,120,L2,accepted,0x1.21b7414b3c7dcp-6,9.82317118434099e-05,5.4233375657604274e-05
121,121,L2,accepted,0x1.3eaffb05f5bd9p-6,9.805488332775089e-05,4.688253052558537e-05
122,122,L2,accepted,0x1.5e8e60ecf4b6fp-6,9.786037196052598e-05,3.875602340794734e-05
123,123,L2,accepted,0x1.819c9dd173961p-6,9.764640945657858e-05,2.9320550825236616e-05
124,124,L2,accepted,0x1.a82c473332585p-6,9.741105070223644e-05,1.8691516821002147e-05
125,125,L2,accepted,0x1.d2971b1eb7613p-6,9.715215607246008e-05,6.178693908420776e-06
126,126,L2,accepted,0x1.009fe884180f1p-5,9.843368448985305e-05,7.218205114118434e-05
127,127,L2,accepted,0x1.1a497fc480dd6p-6,9.827705323883835e-05,6.823858063075229e-05
128,128,L2,accepted,0x1.36840c8b5a8d2p-6,9.810475886272218e-05,6.36286425889761e-05
129,129,L2,accepted,0x1.559140ffb0681p-6,9.79152350489944e-05,5.768865450284934e-05
130,130,L2,accepted,0x1.77b96119420c2p-6,9.770675885389384e-05,5.06428004026625e-05
131,131,L2,accepted,0x1.9d4beacefbda3p-6,9.747743503928323e-05,4.2332304406552686e-05
132,132,L2,accepted,0x1.c6a04f16e1d67p-6,9.722517884321155e-05,3.235634504833653e-05
133,133,L2,accepted,0x1.f416bd65f86bfp-6,9.69476970275327e-05,2.044277071694196e-05
134,134,L2,accepted,0x1.130c81c4e23b6p-5,9.664246703028597e-05,6.739489791958948e-06
135,135,L2,accepted,0x1.2e8dc1f22c0e2p-5,9.815335551665729e-05,7.401562078309652e-05
136,136,L2,accepted,0x1.4ccf2223fd42cp-6,9.796869136832302e-05,7.0165436313528e-05
137,137,L2,accepted,0x1.6e170bf463631p-6,9.776556080515532e-05,6.425731322921334e-05
138,138,L2,accepted,0x1.92b2f38cd3b9dp-6,9.754211718567084e-05,5.689963468914023e-05
139,139,L2,accepted,0x1.baf80be7b5b2dp-6,9.729632920423794e-05,4.7957322604280375e-05
140,140,L2,accepted,0x1.e7440d187b119p-6,9.702596242466172e-05,3.723437661922646e-05
141,141,L2,accepted,0x1.0bff0733dd49bp-5,9.67285589671279e-05,2.4509261776139115e-05
142,142,L2,accepted,0x1.26cbbb1f736abp-5,9.640141516384068e-05,9.71092271568332e-06
143,143,L2,accepted,0x1.44468108fef56p-5,9.802077699011237e-05,7.182149858947773e-05
144,144,L2,accepted,0x1.64b3f456b20dfp-6,9.782285498912362e-05,6.710295442449992e-05
145,145,L2,accepted,0x1.885f8cc5c3dc3p-6,9.760514078803597e-05,6.140253351228285e-05
146,146,L2,accepted,0x1.af9c4e0cbdd8ap-6,9.736565516683958e-05,5.452196641476967e-05
147,147,L2,accepted,0x1.dac5890e0407fp-6,9.710222098352353e-05,4.618015119825309e-05
148,148,L2,accepted,0x1.051fd82e1bd13p-5,9.681244338187589e-05,3.5480688601083996e-05
149,149,L2,accepted,0x1.1f3ca0ff84ffcp-5,9.649368802006347e-05,2.19296719224943e-05
150,150,L2,accepted,0x1.3bf5e44c457fcp-5,9.614305712206981e-05,4.652706562390663e-06
151,151,L2,accepted,0x1.5b8e7b20b2d96p-5,9.78786800671384e-05,6.892808911032126e-05
152,152,L2,accepted,0x1.7e4fedd72b226p-6,9.766654837385224e-05,6.33561103313772e-05
153,153,L2,accepted,0x1.a48b1f397c3f7p-6,9.743320351123746e-05,5.64390226669214e-05
154,154,L2,accepted,0x1.ce9908bf3bdf7p-6,9.717652416236121e-05,4.775805868250898e-05
155,155,L2,accepted,0x1.fcdb899f2842ap-6,9.689417687859732e-05,3.673765618747523e-05
156,156,L2,accepted,0x1.17df254abc8b1p-5,9.658359486645706e-05,2.257858377485849e-05
157,157,L2,accepted,0x1.33dbdc389c32ap-5,9.624195465310277e-05,4.161420896663147e-06
158,158,L2,accepted,0x1.52a50bd7df048p-5,9.793307370920653e-05,6.853073179154454e-05
159,159,L2,accepted,0x1.748259d3dbb83p-6,9.772638138012718e-05,6.259364354256038e-05
160,160,L2,accepted,0x1.99c29602a4e44p-6,9.74990198181399e-05,5.512371368464816e-05
161,161,L2,accepted,0x1.c2bc71cfb5618p-6,9.724892209995388e-05,4.561918360005996e-05
162,162,L2,accepted,0x1.efcf49fe1451bp-6,9.697381460994927e-05,3.336829591413717e-05
163,163,L2,accepted,0x1.10b2024bbe602p-5,9.66711963709442e-05,1.7363995494671766e-05
164,164,L2,rejected,0x1.2bf70286849cfp-5,9.633831630803861e-05,-3.773875528686747e-06
