plant,step,t_end_exact,metric,component,optimized_width,flowstar_width,ratio,flowstar_data_origin
brusselator,30,86469112845513525/144115188075855872,endpoint,x,0.1634806289528803,0.14508843443845976,1.1267654074951212,REUSED_MATCHED_REFERENCE
brusselator,30,86469112845513525/144115188075855872,endpoint,y,0.12972841479562347,0.1366955417234721,0.9490317910883828,REUSED_MATCHED_REFERENCE
brusselator,30,86469112845513525/144115188075855872,tube,x,0.17119316882870184,0.15049653958700127,1.1375222931935651,REUSED_MATCHED_REFERENCE
brusselator,30,86469112845513525/144115188075855872,tube,y,0.18933453382622933,0.16339687687059778,1.158740224736198,REUSED_MATCHED_REFERENCE
brusselator,31,178702833214061285/288230376151711744,endpoint,x,0.15505057988469995,0.13819362294083737,1.1219807150658412,REUSED_MATCHED_REFERENCE
brusselator,31,178702833214061285/288230376151711744,endpoint,y,0.12504885627726692,0.13254773077291615,0.9434251008906634,REUSED_MATCHED_REFERENCE
brusselator,31,178702833214061285/288230376151711744,tube,x,0.1656882533615902,0.14659013960919687,1.130282390093277,REUSED_MATCHED_REFERENCE
brusselator,31,178702833214061285/288230376151711744,tube,y,0.18013763635551094,0.15596616567299892,1.1549789377600672,REUSED_MATCHED_REFERENCE
brusselator,32,5764607523034235/9007199254740992,endpoint,x,0.146466915252776,0.13104693173396909,1.1176676425367222,REUSED_MATCHED_REFERENCE
brusselator,32,5764607523034235/9007199254740992,endpoint,y,0.1201607153355575,0.12801923261168935,0.9386145572363453,REUSED_MATCHED_REFERENCE
brusselator,32,5764607523034235/9007199254740992,tube,x,0.1597729003832149,0.14219749072662724,1.1235985921184513,REUSED_MATCHED_REFERENCE
brusselator,32,5764607523034235/9007199254740992,tube,y,0.17075018028698064,0.14831550033502316,1.1512632186203113,REUSED_MATCHED_REFERENCE
brusselator,33,190232048260129755/288230376151711744,endpoint,x,0.13782433359078272,0.12375104035954765,1.1137226256065917,REUSED_MATCHED_REFERENCE
brusselator,33,190232048260129755/288230376151711744,endpoint,y,0.11518051094290382,0.12327457098013239,0.9343412029514745,REUSED_MATCHED_REFERENCE
brusselator,33,190232048260129755/288230376151711744,tube,x,0.15354495184599903,0.13741884313437902,1.1173500543579065,REUSED_MATCHED_REFERENCE
brusselator,33,190232048260129755/288230376151711744,tube,y,0.16135287863487258,0.140623484032538,1.1474106174011316,REUSED_MATCHED_REFERENCE
brusselator,34,97998327891581995/144115188075855872,endpoint,x,0.12922724063991176,0.11641172994389848,1.1100877952951078,REUSED_MATCHED_REFERENCE
brusselator,34,97998327891581995/144115188075855872,endpoint,y,0.11015211766697397,0.11833828347467557,0.9308240278011686,REUSED_MATCHED_REFERENCE
brusselator,34,97998327891581995/144115188075855872,tube,x,0.14711631073912823,0.1323625884468589,1.1114644437328505,REUSED_MATCHED_REFERENCE
brusselator,34,97998327891581995/144115188075855872,tube,y,0.1520269839206514,0.132922534302937,1.1437261914836383,REUSED_MATCHED_REFERENCE
brusselator,35,201761263306198225/288230376151711744,endpoint,x,0.12078024803636556,0.10911847493507576,1.1068725814599996,REUSED_MATCHED_REFERENCE
brusselator,35,201761263306198225/288230376151711744,endpoint,y,0.10514041547139796,0.11330033582110532,0.9279797337706801,REUSED_MATCHED_REFERENCE
brusselator,35,201761263306198225/288230376151711744,tube,x,0.14060518157919777,0.1271247908995008,1.1060406124117361,REUSED_MATCHED_REFERENCE
brusselator,35,201761263306198225/288230376151711744,tube,y,0.14287301645752648,0.12530494672961012,1.1402025234153421,REUSED_MATCHED_REFERENCE
brusselator,36,51881467707308115/72057594037927936,endpoint,x,0.11254353006453499,0.10197522704211659,1.1036359842381485,REUSED_MATCHED_REFERENCE
brusselator,36,51881467707308115/72057594037927936,endpoint,y,0.10020386054703168,0.10823592474203414,0.9257911436138619,REUSED_MATCHED_REFERENCE
brusselator,36,51881467707308115/72057594037927936,tube,x,0.13408441129724258,0.12181929213188658,1.100682896368149,REUSED_MATCHED_REFERENCE
brusselator,36,51881467707308115/72057594037927936,tube,y,0.13397715729225124,0.11784387948241393,1.1369038246254013,REUSED_MATCHED_REFERENCE
brusselator,37,213290478352266695/288230376151711744,endpoint,x,0.10456808936093243,0.09504032797427486,1.1002496686378913,REUSED_MATCHED_REFERENCE
brusselator,37,213290478352266695/288230376151711744,endpoint,y,0.09538071447310692,0.10320692878407267,0.9241696812106521,REUSED_MATCHED_REFERENCE
brusselator,37,213290478352266695/288230376151711744,tube,x,0.12761790351219293,0.11651644042937503,1.095278083006208,REUSED_MATCHED_REFERENCE
brusselator,37,213290478352266695/288230376151711744,tube,y,0.12539727016170876,0.11059609424483186,1.1338309098340384,REUSED_MATCHED_REFERENCE
brusselator,38,109527542937650465/144115188075855872,endpoint,x,0.09689687987536688,0.08832034929399102,1.0971070727180579,REUSED_MATCHED_REFERENCE
brusselator,38,109527542937650465/144115188075855872,endpoint,y,0.09069411512182168,0.09827438475541439,0.9228662723001675,REUSED_MATCHED_REFERENCE
brusselator,38,109527542937650465/144115188075855872,tube,x,0.12126450000171607,0.1112361332647791,1.0901538595652738,REUSED_MATCHED_REFERENCE
brusselator,38,109527542937650465/144115188075855872,tube,y,0.11716168875858823,0.1036151334042339,1.1307391585503745,REUSED_MATCHED_REFERENCE
brusselator,39,224819693398335165/288230376151711744,endpoint,x,0.08955574735862992,0.0818489979185002,1.0941581404307918,REUSED_MATCHED_REFERENCE
brusselator,39,224819693398335165/288230376151711744,endpoint,y,0.08616704616649651,0.09349248703031132,0.9216467430004315,REUSED_MATCHED_REFERENCE
brusselator,39,224819693398335165/288230376151711744,tube,x,0.11506610849324028,0.10602607665710329,1.0852623441436315,REUSED_MATCHED_REFERENCE
brusselator,39,224819693398335165/288230376151711744,tube,y,0.10929771599048399,0.0969460786732641,1.1274072916228868,REUSED_MATCHED_REFERENCE
brusselator,40,28823037615171175/36028797018963968,endpoint,x,0.0825608458739584,0.0756477280709662,1.0913856632482988,REUSED_MATCHED_REFERENCE
brusselator,40,28823037615171175/36028797018963968,endpoint,y,0.08181602467910509,0.0888581424850916,0.9207487619137659,REUSED_MATCHED_REFERENCE
brusselator,40,28823037615171175/36028797018963968,tube,x,0.1090544741670807,0.10092189553854558,1.0805828961608137,REUSED_MATCHED_REFERENCE
brusselator,40,28823037615171175/36028797018963968,tube,y,0.10182189576302347,0.09057573449911804,1.1241630700109304,REUSED_MATCHED_REFERENCE
brusselator,41,236348908444403635/288230376151711744,endpoint,x,0.07592070684592134,0.06973431164726884,1.088713791711957,REUSED_MATCHED_REFERENCE
brusselator,41,236348908444403635/288230376151711744,endpoint,y,0.07764716541882977,0.08438690852541786,0.9201328354793559,REUSED_MATCHED_REFERENCE
brusselator,41,236348908444403635/288230376151711744,tube,x,0.10325307003449202,0.09595530729226498,1.076053768657102,REUSED_MATCHED_REFERENCE
brusselator,41,236348908444403635/288230376151711744,tube,y,0.0959983267907254,0.08577183785594356,1.1192289822675543,REUSED_MATCHED_REFERENCE
brusselator,42,121056757983718935/144115188075855872,endpoint,x,0.06963768341780652,0.06411317525911331,1.0861680635277526,REUSED_MATCHED_REFERENCE
brusselator,42,121056757983718935/144115188075855872,endpoint,y,0.07366504365565807,0.0800924471234794,0.9197501924505798,REUSED_MATCHED_REFERENCE
brusselator,42,121056757983718935/144115188075855872,tube,x,0.09767837663409873,0.0911442026105731,1.0716905062129276,REUSED_MATCHED_REFERENCE
brusselator,42,121056757983718935/144115188075855872,tube,y,0.09210763344121475,0.08282014549902317,1.1121404446494376,REUSED_MATCHED_REFERENCE
brusselator,43,247878123490472105/288230376151711744,endpoint,x,0.06370806480327396,0.058786558980543635,1.0837182156614946,REUSED_MATCHED_REFERENCE
brusselator,43,247878123490472105/288230376151711744,endpoint,y,0.06987049940933598,0.07598285305184826,0.919556144616715,REUSED_MATCHED_REFERENCE
brusselator,43,247878123490472105/288230376151711744,tube,x,0.09233982963077159,0.08650360978285399,1.0674679341424942,REUSED_MATCHED_REFERENCE
brusselator,43,247878123490472105/288230376151711744,tube,y,0.08836801634578495,0.07994425208928613,1.1053704805079758,REUSED_MATCHED_REFERENCE
brusselator,44,63410682753376585/72057594037927936,endpoint,x,0.058124098523164136,0.05375683057867242,1.0812411724701716,REUSED_MATCHED_REFERENCE
brusselator,44,63410682753376585/72057594037927936,endpoint,y,0.06626195272105595,0.07206340286410584,0.9194951957238263,REUSED_MATCHED_REFERENCE
brusselator,44,63410682753376585/72057594037927936,tube,x,0.08724180273874715,0.08204789115642575,1.0633034135200272,REUSED_MATCHED_REFERENCE
brusselator,44,63410682753376585/72057594037927936,tube,y,0.08478782997802292,0.07715906993138599,1.0988705547309063,REUSED_MATCHED_REFERENCE
brusselator,45,259407338536540575/288230376151711744,endpoint,x,0.05287526196933845,0.04901223368561913,1.0788176337462616,REUSED_MATCHED_REFERENCE
brusselator,45,259407338536540575/288230376151711744,endpoint,y,0.06283475740068667,0.06833441862559364,0.9195184310407354,REUSED_MATCHED_REFERENCE
brusselator,45,259407338536540575/288230376151711744,tube,x,0.08238488655478804,0.0777764275360111,1.059252644596503,REUSED_MATCHED_REFERENCE
brusselator,45,259407338536540575/288230376151711744,tube,y,0.08137027741359182,0.07447393080536746,1.0926008139176577,REUSED_MATCHED_REFERENCE
brusselator,46,132585973029787405/144115188075855872,endpoint,x,0.04794885906959401,0.04454480654010018,1.0764186174302817,REUSED_MATCHED_REFERENCE
brusselator,46,132585973029787405/144115188075855872,endpoint,y,0.05958324549941141,0.06479075272027557,0.9196257644459419,REUSED_MATCHED_REFERENCE
brusselator,46,132585973029787405/144115188075855872,tube,x,0.07776640799972334,0.07369151376648952,1.0552966552722225,REUSED_MATCHED_REFERENCE
brusselator,46,132585973029787405/144115188075855872,tube,y,0.07811607961147349,0.07189203020351131,1.0865749567837102,REUSED_MATCHED_REFERENCE
brusselator,47,270936553582609045/288230376151711744,endpoint,x,0.0433303800398912,0.0403447120225886,1.0740039491577225,REUSED_MATCHED_REFERENCE
brusselator,47,270936553582609045/288230376151711744,endpoint,y,0.056500694648891514,0.06142768322302028,0.9197920495187688,REUSED_MATCHED_REFERENCE
brusselator,47,270936553582609045/288230376151711744,tube,x,0.07338096601151012,0.06979269511819375,1.0514132730830876,REUSED_MATCHED_REFERENCE
brusselator,47,270936553582609045/288230376151711744,tube,y,0.07502353162697206,0.06941631150832106,1.080776693500617,REUSED_MATCHED_REFERENCE
brusselator,48,17293822569102705/18014398509481984,endpoint,x,0.03900478542221242,0.03639986734886147,1.0715639441315827,REUSED_MATCHED_REFERENCE
