symbol,kind,occurrence_count,locations,classification,recommended_action
_parse_parity_rows,function,2,experiments/three_tool_deep_study/flowstar_adaptive_trajectory_audit.py:58;experiments/three_way_comparison_repair/run_flowstar_audit.py:725,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_plots,function,2,experiments/flowstar_insertion_width_attribution.py:211;experiments/flowstar_right_map_scaling_diagnostics.py:450,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_power,function,4,experiments/three_tool_deep_study/export_diffreach_segment.py:75;experiments/three_tool_deep_study/export_torch_segment.py:33;experiments/three_way_comparison_repair/run_diffreach_audit.py:85;experiments/three_way_comparison_repair/run_torch_audit.py:41,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_prefix_t,function,2,experiments/flowstar_raw_remainder_compat_h5_divergence_audit.py:172;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:202,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_primary_torch,function,4,experiments/flowstar_internal_intermediate_ranges_audit.py:263;experiments/flowstar_raw_ctrunc_residual_audit.py:242;experiments/flowstar_raw_remainder_partition_audit.py:245;experiments/flowstar_validation_candidate_decomposition_audit.py:403,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_put_blank_bounds,function,4,experiments/flowstar_internal_intermediate_ranges_audit.py:208;experiments/flowstar_raw_ctrunc_residual_audit.py:165;experiments/flowstar_raw_remainder_partition_audit.py:189;experiments/flowstar_validation_candidate_decomposition_audit.py:184,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_put_bounds,function,2,experiments/flowstar_picard_residual_source_audit.py:160;experiments/flowstar_step_trace_compare.py:538,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_put_box,function,5,tests/test_flowstar_internal_intermediate_ranges_audit.py:27;tests/test_flowstar_raw_ctrunc_residual_audit.py:21;tests/test_flowstar_raw_remainder_partition_audit.py:21;tests/test_flowstar_same_source_endpoint_tube_compare.py:17;tests/test_flowstar_validation_candidate_decomposition_audit.py:24,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_range_box,function,3,experiments/flowstar_raw_remainder_compat_experiment.py:145;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:317;experiments/flowstar_step_trace_compare.py:559,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_ratio,function,9,experiments/flowstar_normalized_insertion_h10_failure.py:128;experiments/flowstar_raw_remainder_compat_h5.py:173;experiments/flowstar_raw_remainder_compat_h5_divergence_audit.py:128;experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:389;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:181;experiments/flowstar_same_source_endpoint_tube_compare.py:165;experiments/flowstar_step_trace_compare.py:493;experiments/flowstar_validation_candidate_decomposition_audit.py:413;experiments/flowstar_width_growth_diagnostics.py:140,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_read_csv,function,14,analysis/independent_audit.py:53;experiments/consolidated_study/cli.py:76;experiments/first_order_followup/collect_results.py:62;experiments/flowstar_benchmark_failure_diagnostics.py:144;experiments/flowstar_checkpoint_replay.py:72;experiments/flowstar_insertion_width_attribution.py:47;experiments/flowstar_one_step_oracle.py:105;experiments/flowstar_queue_state_audit.py:105;experiments/flowstar_right_map_scaling_diagnostics.py:75;experiments/flowstar_symbolic_step_trace.py:75;experiments/flowstar_vdp_width_trajectory_audit.py:629;experiments/flowstar_width_growth_diagnostics.py:94;experiments/three_tool_deep_study/run_ablation.py:357;experiments/three_tool_deep_study/run_pareto.py:1140,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_read_csv_rows,function,2,experiments/flowstar_style_rescue_vanderpol.py:1971;experiments/trajectory_visual_audit.py:955,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_read_rows,function,17,comparisons/flowstar/compare_against_torch_tm.py:594;comparisons/flowstar/summarize_comparison.py:27;experiments/flowstar_acceptance_predicate_audit.py:49;experiments/flowstar_box_lifecycle_alignment_audit.py:87;experiments/flowstar_endpoint_pre_center_source_audit.py:61;experiments/flowstar_internal_intermediate_ranges_audit.py:121;experiments/flowstar_normalized_insertion_h10_failure.py:79;experiments/flowstar_picard_residual_source_audit.py:71;experiments/flowstar_raw_ctrunc_residual_audit.py:78;experiments/flowstar_raw_remainder_compat_experiment.py:87;experiments/flowstar_raw_remainder_compat_h5_divergence_audit.py:92;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:132;experiments/flowstar_raw_remainder_partition_audit.py:102;experiments/flowstar_same_source_endpoint_tube_compare.py:83;experiments/flowstar_step_trace_compare.py:767;experiments/flowstar_style_sample_containment.py:53;experiments/flowstar_validation_candidate_decomposition_audit.py:86,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_read_text,function,2,experiments/flowstar_vdp_width_trajectory_audit.py:647;experiments/trajectory_visual_audit.py:467,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_recommendation,function,2,experiments/flowstar_benchmark_symbolic_remainder_diagnostics.py:772;experiments/flowstar_raw_remainder_compat_step_policy.py:254,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_render_cpp,function,2,experiments/flowstar_checkpoint_replay.py:218;experiments/flowstar_one_step_oracle.py:227,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_report,function,9,experiments/flowstar_acceptance_predicate_audit.py:212;experiments/flowstar_box_lifecycle_alignment_audit.py:330;experiments/flowstar_endpoint_pre_center_source_audit.py:414;experiments/flowstar_internal_intermediate_ranges_audit.py:379;experiments/flowstar_picard_residual_source_audit.py:416;experiments/flowstar_raw_ctrunc_residual_audit.py:378;experiments/flowstar_raw_remainder_partition_audit.py:407;experiments/flowstar_same_source_endpoint_tube_compare.py:425;experiments/flowstar_validation_candidate_decomposition_audit.py:562,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_repository_state,function,2,experiments/consolidated_study/cli.py:108;experiments/three_way_comparison_repair/run_corrected_comparison.py:80,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_rhs,function,10,experiments/first_order_followup/run_torch_followup.py:55;experiments/first_order_followup/tests/test_torch_basis.py:27;experiments/first_order_three_way/run_diffreach.py:193;experiments/three_tool_deep_study/export_diffreach_segment.py:82;experiments/three_tool_deep_study/flowstar_adaptive_trajectory_audit.py:81;experiments/three_way_common_contract/run_diffreach.py:100;experiments/three_way_common_contract/run_torch.py:47;experiments/three_way_comparison_repair/collect_results.py:53;experiments/three_way_comparison_repair/run_diffreach_audit.py:92;experiments/three_way_comparison_repair/run_torch_audit.py:48,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_rk4_step,function,4,comparisons/flowstar/compare_against_torch_tm.py:184;experiments/flowstar_raw_remainder_compat_short_horizon.py:133;experiments/flowstar_style_sample_containment.py:79;experiments/trajectory_visual_audit.py:275,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_row,function,10,experiments/batched_tm_gpu_microbench.py:218;experiments/first_order_followup/run_torch_followup.py:90;experiments/three_way_comparison_repair/tests/test_harness_integrity.py:26;tests/test_flowstar_box_lifecycle_alignment_audit.py:17;tests/test_flowstar_endpoint_pre_center_source_audit.py:14;tests/test_flowstar_internal_intermediate_ranges_audit.py:34;tests/test_flowstar_raw_ctrunc_residual_audit.py:28;tests/test_flowstar_raw_remainder_partition_audit.py:28;tests/test_flowstar_same_source_endpoint_tube_compare.py:28;tests/test_flowstar_step_trace_compare_alignment.py:18,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_row_for,function,6,experiments/flowstar_acceptance_predicate_audit.py:205;experiments/flowstar_internal_intermediate_ranges_audit.py:256;experiments/flowstar_picard_residual_source_audit.py:316;experiments/flowstar_raw_ctrunc_residual_audit.py:235;experiments/flowstar_raw_remainder_partition_audit.py:238;experiments/flowstar_validation_candidate_decomposition_audit.py:396,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_rows,function,4,experiments/first_order_followup/generate_artifacts.py:27;tests/test_batched_tm_gpu_microbench.py:26;tests/test_flowstar_benchmark_diagnostics.py:25;tests/test_flowstar_vdp_width_trajectory_audit.py:17,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_rows_for_run,function,2,experiments/flowstar_style_rescue_vanderpol.py:1976;experiments/flowstar_style_sample_containment.py:120,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_run,function,3,experiments/consolidated_study/cli.py:38;experiments/first_order_followup/audit_environment.py:43;tests/test_flowstar_vdp_width_trajectory_audit.py:118,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_safe_ratio,function,2,experiments/flowstar_style_failure_localization.py:188;experiments/flowstar_style_rescue_vanderpol.py:2017,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_safe_segment_bounds,function,2,experiments/flowstar_benchmark_stage2_diagnostics.py:255;experiments/flowstar_benchmark_symbolic_remainder_diagnostics.py:158,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_same_text,function,2,experiments/flowstar_raw_ctrunc_residual_audit.py:264;experiments/flowstar_raw_remainder_partition_audit.py:267,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_sample_points,function,2,experiments/batched_dense_tm_flowpipe_demo.py:106;experiments/three_way_comparison_repair/collect_results.py:66,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_save,function,4,experiments/first_order_followup/generate_artifacts.py:59;experiments/first_order_three_way/plot_results.py:53;experiments/three_way_common_contract/plot_results.py:43;experiments/three_way_comparison_repair/plot_results.py:22,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_segment_bounds,function,2,experiments/flowstar_benchmark_failure_diagnostics.py:210;experiments/flowstar_style_rescue_vanderpol.py:686,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_segment_containing,function,2,experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py:564;experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:858,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_segment_row,function,2,experiments/flowstar_style_rescue_vanderpol.py:719;tests/test_flowstar_raw_remainder_compat_h5.py:61,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_segment_row_from_step,function,2,experiments/flowstar_benchmark_stage2_diagnostics.py:410;experiments/flowstar_benchmark_symbolic_remainder_diagnostics.py:308,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_select_configs,function,2,experiments/flowstar_style_rescue_vanderpol.py:1670;experiments/tm_order_audit.py:156,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_semantic_mismatch,function,2,experiments/flowstar_raw_ctrunc_residual_audit.py:272;experiments/flowstar_raw_remainder_partition_audit.py:285,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_sha256,function,5,analysis/independent_audit.py:58;experiments/consolidated_study/cli.py:61;experiments/flowstar_benchmark_parity.py:185;experiments/three_tool_deep_study/flowstar_adaptive_trajectory_audit.py:242;experiments/three_way_comparison_repair/run_corrected_comparison.py:129,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_small_params,function,3,tests/test_flowstar_benchmark_diagnostics.py:30;tests/test_flowstar_benchmark_stage2_diagnostics.py:20;tests/test_symbolic_remainder.py:41,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_sort_outputs,function,2,experiments/flowstar_benchmark_failure_diagnostics.py:268;experiments/flowstar_benchmark_symbolic_remainder_diagnostics.py:628,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_status,function,10,experiments/flowstar_acceptance_predicate_audit.py:90;experiments/flowstar_box_lifecycle_alignment_audit.py:131;experiments/flowstar_endpoint_pre_center_source_audit.py:105;experiments/flowstar_internal_intermediate_ranges_audit.py:165;experiments/flowstar_picard_residual_source_audit.py:120;experiments/flowstar_raw_ctrunc_residual_audit.py:122;experiments/flowstar_raw_remainder_compat_experiment.py:123;experiments/flowstar_raw_remainder_partition_audit.py:146;experiments/flowstar_step_trace_compare.py:666;experiments/flowstar_validation_candidate_decomposition_audit.py:130,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_stdout_value,function,2,experiments/flowstar_checkpoint_replay.py:211;experiments/flowstar_one_step_oracle.py:290,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_str,function,2,experiments/flowstar_step_trace_compare.py:481;experiments/flowstar_vdp_width_trajectory_audit.py:593,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_subset_label,function,2,experiments/flowstar_picard_residual_source_audit.py:196;experiments/flowstar_validation_candidate_decomposition_audit.py:228,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_sum_widths,function,2,experiments/flowstar_benchmark_symbolic_remainder_diagnostics.py:167;experiments/flowstar_step_trace_compare.py:515,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_summarize_run,function,2,experiments/flowstar_benchmark_failure_diagnostics.py:218;experiments/flowstar_style_rescue_vanderpol.py:942,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_summary,function,2,experiments/first_order_three_way/collect_results.py:198;tests/test_flowstar_raw_remainder_compat_h10_right_map_centering.py:19,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_summary_row,function,2,experiments/flowstar_raw_remainder_compat_h10_right_map_centering_handoff.py:131;tests/test_flowstar_raw_remainder_compat_h5.py:33,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_support,function,3,experiments/first_order_three_way/run_diffreach.py:205;experiments/first_order_three_way/run_torch.py:99;experiments/three_way_common_contract/run_torch.py:160,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_sync,function,5,experiments/batched_dense_tm_flowpipe_demo.py:88;experiments/first_order_followup/run_diffreach_followup.py:56;experiments/first_order_three_way/run_diffreach.py:186;experiments/three_way_common_contract/run_diffreach.py:114;experiments/three_way_comparison_repair/run_diffreach_audit.py:164,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_table,function,2,experiments/first_order_followup/generate_artifacts.py:279;experiments/three_way_comparison_repair/generate_report.py:15,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_term_interval,function,3,experiments/first_order_followup/torch_basis.py:106;experiments/flowstar_style_failure_localization.py:220;src/torch_tm_flowpipe/flowpipe.py:305,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_torch_row,function,2,experiments/flowstar_raw_remainder_compat_attempt_sequence.py:147;tests/test_flowstar_raw_remainder_compat_attempt_sequence.py:36,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_truthy,function,6,comparisons/flowstar/summarize_comparison.py:59;experiments/flowstar_queue_state_audit.py:137;experiments/flowstar_right_map_scaling_diagnostics.py:273;experiments/flowstar_step_trace_compare.py:660;experiments/flowstar_style_rescue_vanderpol.py:668;experiments/flowstar_vdp_width_trajectory_audit.py:617,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_tube_width,function,2,experiments/flowstar_raw_remainder_compat_h5_divergence_audit.py:224;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:216,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_unavailable,function,2,experiments/three_tool_deep_study/export_diffreach_segment.py:40;experiments/three_way_comparison_repair/run_diffreach_audit.py:42,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_up,function,4,experiments/first_order_followup/diffreach_projection.py:50;experiments/three_tool_deep_study/common.py:122;src/torch_tm_flowpipe/batched_dense_tm.py:27;src/torch_tm_flowpipe/interval.py:40,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_value,function,4,experiments/flowstar_internal_intermediate_ranges_audit.py:273;experiments/flowstar_raw_ctrunc_residual_audit.py:252;experiments/flowstar_raw_remainder_partition_audit.py:255;experiments/three_way_comparison_repair/generate_report.py:35,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_width,function,7,comparisons/flowstar/compare_against_torch_tm.py:118;experiments/flowstar_acceptance_predicate_audit.py:124;experiments/flowstar_benchmark_parity.py:193;experiments/flowstar_style_failure_localization.py:196;experiments/flowstar_width_growth_diagnostics.py:118;experiments/three_tool_deep_study/run_controlled.py:30;experiments/trajectory_visual_audit.py:252,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_width_from_bounds,function,2,experiments/flowstar_endpoint_pre_center_source_audit.py:139;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:168,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_width_sum,function,2,experiments/flowstar_same_source_endpoint_tube_compare.py:146;experiments/flowstar_width_growth_diagnostics.py:129,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_width_value,function,3,experiments/flowstar_benchmark_stage2_diagnostics.py:227;experiments/flowstar_benchmark_symbolic_remainder_diagnostics.py:146;experiments/flowstar_step_trace_compare.py:709,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_write_csv,function,31,experiments/batched_dense_tm_flowpipe_demo.py:246;experiments/batched_tm_gpu_microbench.py:183;experiments/consolidated_study/cli.py:83;experiments/first_order_followup/collect_results.py:67;experiments/first_order_followup/run_diffreach_followup.py:65;experiments/first_order_followup/run_flowstar_followup.py:440;experiments/first_order_followup/run_torch_followup.py:113;experiments/flowstar_benchmark_parity.py:171;experiments/flowstar_checkpoint_replay.py:63;experiments/flowstar_insertion_width_attribution.py:38;experiments/flowstar_normalized_insertion_h10_failure.py:86;experiments/flowstar_one_step_oracle.py:96;experiments/flowstar_queue_state_audit.py:112;experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py:121;experiments/flowstar_raw_remainder_compat_h10_right_map_centering_handoff.py:79;experiments/flowstar_raw_remainder_compat_h5.py:149;experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:270;experiments/flowstar_right_map_scaling_diagnostics.py:66;experiments/flowstar_style_rescue_vanderpol.py:635;experiments/flowstar_style_sample_containment.py:44;experiments/flowstar_symbolic_step_trace.py:66;experiments/flowstar_vdp_width_trajectory_audit.py:636;experiments/flowstar_width_growth_diagnostics.py:101;experiments/trajectory_visual_audit.py:243;tests/test_flowstar_box_lifecycle_alignment_audit.py:45;tests/test_flowstar_internal_intermediate_ranges_audit.py:68;tests/test_flowstar_raw_ctrunc_residual_audit.py:61;tests/test_flowstar_raw_remainder_partition_audit.py:58;tests/test_flowstar_same_source_endpoint_tube_compare.py:135;tests/test_flowstar_step_trace_compare_alignment.py:115;tests/test_flowstar_validation_candidate_decomposition_audit.py:162,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_write_json,function,3,experiments/consolidated_study/cli.py:69;experiments/first_order_followup/run_torch_followup.py:123;experiments/flowstar_benchmark_parity.py:180,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_write_report,function,8,experiments/consolidated_study/cli.py:308;experiments/flowstar_checkpoint_replay.py:368;experiments/flowstar_insertion_width_attribution.py:186;experiments/flowstar_normalized_insertion_h10_failure.py:334;experiments/flowstar_one_step_oracle.py:497;experiments/flowstar_right_map_scaling_diagnostics.py:231;experiments/flowstar_style_failure_localization.py:866;experiments/flowstar_width_growth_diagnostics.py:349,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_write_rows,function,16,experiments/flowstar_acceptance_predicate_audit.py:54;experiments/flowstar_box_lifecycle_alignment_audit.py:92;experiments/flowstar_endpoint_pre_center_source_audit.py:66;experiments/flowstar_internal_intermediate_ranges_audit.py:126;experiments/flowstar_picard_residual_source_audit.py:76;experiments/flowstar_raw_ctrunc_residual_audit.py:83;experiments/flowstar_raw_remainder_compat_attempt_sequence.py:62;experiments/flowstar_raw_remainder_compat_experiment.py:92;experiments/flowstar_raw_remainder_compat_h5_divergence_audit.py:97;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:137;experiments/flowstar_raw_remainder_compat_short_horizon.py:66;experiments/flowstar_raw_remainder_compat_step_policy.py:92;experiments/flowstar_raw_remainder_partition_audit.py:107;experiments/flowstar_same_source_endpoint_tube_compare.py:88;experiments/flowstar_step_trace_compare.py:772;experiments/flowstar_validation_candidate_decomposition_audit.py:91,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_write_table,function,2,experiments/three_way_common_contract/collect_results.py:812;experiments/three_way_comparison_repair/collect_results.py:43,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_y_hi_delta,function,3,experiments/flowstar_internal_intermediate_ranges_audit.py:277;experiments/flowstar_raw_ctrunc_residual_audit.py:256;experiments/flowstar_raw_remainder_partition_audit.py:259,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
_yes_no,function,3,experiments/flowstar_acceptance_predicate_audit.py:201;experiments/flowstar_style_failure_localization.py:898;experiments/flowstar_style_rescue_vanderpol.py:1695,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
active_variables,function,3,src/torch_tm_flowpipe/polynomial.py:426;src/torch_tm_flowpipe/taylor_model.py:351;src/torch_tm_flowpipe/tm_vector.py:72,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
affine_controlled_folded_ode,function,2,comparisons/flowstar/compare_against_torch_tm.py:94;experiments/tm_order_audit.py:64,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
affine_hull,function,2,experiments/first_order_three_way/common.py:177;experiments/three_way_common_contract/common.py:266,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
apply_cutoff,function,2,src/torch_tm_flowpipe/taylor_model.py:228;src/torch_tm_flowpipe/tm_vector.py:83,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
build_ledger,function,8,experiments/flowstar_acceptance_predicate_audit.py:189;experiments/flowstar_internal_intermediate_ranges_audit.py:313;experiments/flowstar_picard_residual_source_audit.py:304;experiments/flowstar_raw_ctrunc_residual_audit.py:309;experiments/flowstar_raw_remainder_compat_attempt_sequence.py:199;experiments/flowstar_raw_remainder_compat_experiment.py:260;experiments/flowstar_raw_remainder_partition_audit.py:322;experiments/flowstar_validation_candidate_decomposition_audit.py:377,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
build_ledger_row,function,6,experiments/flowstar_acceptance_predicate_audit.py:130;experiments/flowstar_internal_intermediate_ranges_audit.py:230;experiments/flowstar_picard_residual_source_audit.py:209;experiments/flowstar_raw_ctrunc_residual_audit.py:197;experiments/flowstar_raw_remainder_partition_audit.py:211;experiments/flowstar_validation_candidate_decomposition_audit.py:267,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
build_trace,function,4,experiments/flowstar_insertion_width_attribution.py:113;experiments/flowstar_queue_state_audit.py:274;experiments/flowstar_right_map_scaling_diagnostics.py:133;experiments/flowstar_symbolic_step_trace.py:168,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
clone,function,4,src/torch_tm_flowpipe/batched_dense_tm.py:375;src/torch_tm_flowpipe/batched_dense_tm.py:520;src/torch_tm_flowpipe/polynomial.py:183;src/torch_tm_flowpipe/taylor_model.py:180,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
collect,function,5,experiments/three_tool_deep_study/run_controlled.py:740;experiments/three_tool_deep_study/run_native.py:710;experiments/three_tool_deep_study/run_pareto.py:1331;experiments/three_way_common_contract/collect_results.py:821;experiments/three_way_comparison_repair/collect_results.py:383,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
constant,function,2,src/torch_tm_flowpipe/polynomial.py:169;src/torch_tm_flowpipe/taylor_model.py:142,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
constants,function,2,src/torch_tm_flowpipe/batched_dense_tm.py:330;src/torch_tm_flowpipe/tm_vector.py:31,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
csv_row_count,function,2,experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:279;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:233,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
decide,function,2,experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py:745;experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:933,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
device,function,3,src/torch_tm_flowpipe/batched_dense_tm.py:241;src/torch_tm_flowpipe/interval.py:96;src/torch_tm_flowpipe/polynomial.py:191,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
domain,function,3,src/torch_tm_flowpipe/flowpipe.py:2378;src/torch_tm_flowpipe/flowpipe.py:2512;src/torch_tm_flowpipe/tm_vector.py:44,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
drop_variable,function,3,src/torch_tm_flowpipe/polynomial.py:408;src/torch_tm_flowpipe/taylor_model.py:331;src/torch_tm_flowpipe/tm_vector.py:69,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
dtype,function,2,src/torch_tm_flowpipe/interval.py:92;src/torch_tm_flowpipe/polynomial.py:187,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
evaluate_point,function,2,src/torch_tm_flowpipe/polynomial.py:381;src/torch_tm_flowpipe/taylor_model.py:302,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
evaluate_rhs,function,2,experiments/first_order_three_way/common.py:132;experiments/three_way_common_contract/common.py:213,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
exact_endpoint,function,3,experiments/first_order_three_way/common.py:169;experiments/three_way_common_contract/common.py:252;experiments/three_way_comparison_repair/common.py:138,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
exact_steps,function,3,experiments/first_order_three_way/common.py:88;experiments/three_way_common_contract/common.py:120;experiments/three_way_comparison_repair/common.py:131,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
exact_tube,function,2,experiments/three_way_common_contract/common.py:286;experiments/three_way_comparison_repair/common.py:158,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
export_segment,function,3,experiments/three_tool_deep_study/export_diffreach_segment.py:237;experiments/three_tool_deep_study/export_flowstar_segment.py:595;experiments/three_tool_deep_study/export_torch_segment.py:106,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
extend_domain,function,2,src/torch_tm_flowpipe/taylor_model.py:342;src/torch_tm_flowpipe/tm_vector.py:63,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
f,function,5,comparisons/flowstar/compare_against_torch_tm.py:185;experiments/diagnose_van_der_pol.py:49;experiments/flowstar_style_sample_containment.py:80;experiments/trajectory_visual_audit.py:276;experiments/van_der_pol_sampling.py:16,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
finite_float,function,9,experiments/flowstar_acceptance_predicate_audit.py:75;experiments/flowstar_box_lifecycle_alignment_audit.py:113;experiments/flowstar_endpoint_pre_center_source_audit.py:87;experiments/flowstar_internal_intermediate_ranges_audit.py:147;experiments/flowstar_picard_residual_source_audit.py:97;experiments/flowstar_raw_ctrunc_residual_audit.py:104;experiments/flowstar_raw_remainder_partition_audit.py:128;experiments/flowstar_same_source_endpoint_tube_compare.py:109;experiments/flowstar_validation_candidate_decomposition_audit.py:112,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
flowstar_expression,function,2,experiments/first_order_three_way/common.py:147;experiments/three_way_common_contract/common.py:228,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
