case_name,dim,order,monomial_profile,monomial_count,multiplication_pair_count,batch,operation,implementation,device,dtype,warmup,repeats,status,skip_reason,min_ms,median_ms,mean_ms,samples_per_second,speedup_vs_torch_cpu,output_shape,notes
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,poly_coeff_mul_trunc,torch_dense,cuda,float64,3,7,ok,,0.125868246,0.127578154,0.128084262,64211620.3,217.219059,"coeffs=(8192,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,tm_range_bound,torch_dense,cuda,float64,3,7,ok,,1.39015634,1.40033849,1.4005185,5850014.18,16.4085842,"lo_hi=(8192,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,fixed_picard_tm_step,torch_dense,cuda,float64,3,7,ok,,0.204266049,0.209402293,0.216065507,39120870.6,72.2504092,"coeffs=(8192,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,interval_affine_map,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,poly_coeff_add,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,poly_coeff_mul_trunc,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,tm_range_bound,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8192,fixed_picard_tm_step,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim4_order4,4,4,dense_total_degree,70,495,1,interval_affine_map,torch_dense,cpu,float64,3,7,ok,,0.0289427117,0.0294474885,0.030320803,33958.7534,1,"lo_hi=(1,4)",
dim4_order4,4,4,dense_total_degree,70,495,1,poly_coeff_add,torch_dense,cpu,float64,3,7,ok,,0.00269152224,0.00277999789,0.002852508,359712.504,1,"coeffs=(1,4,70)",
dim4_order4,4,4,dense_total_degree,70,495,1,poly_coeff_mul_trunc,torch_dense,cpu,float64,3,7,ok,,0.0789416954,0.0792825595,0.0794164038,12613.1145,1,"coeffs=(1,4,70)",
dim4_order4,4,4,dense_total_degree,70,495,1,tm_range_bound,torch_dense,cpu,float64,3,7,ok,,0.954644755,0.962442718,0.963324282,1039.02287,1,"lo_hi=(1,4)",
dim4_order4,4,4,dense_total_degree,70,495,1,fixed_picard_tm_step,torch_dense,cpu,float64,3,7,ok,,0.101638027,0.102960505,0.103470603,9712.46211,1,"coeffs=(1,4,70)",
dim4_order4,4,4,dense_total_degree,70,495,1,interval_affine_map,torch_dense,cuda,float64,3,7,ok,,0.11151284,0.114468858,0.115110938,8736.00052,0.257253275,"lo_hi=(1,4)",
dim4_order4,4,4,dense_total_degree,70,495,1,poly_coeff_add,torch_dense,cuda,float64,3,7,ok,,0.0178124756,0.0180518255,0.0185498169,55396.0596,0.154000929,"coeffs=(1,4,70)",
dim4_order4,4,4,dense_total_degree,70,495,1,poly_coeff_mul_trunc,torch_dense,cuda,float64,3,7,ok,,0.0717556104,0.0729886815,0.0744716131,13700.7544,1.08623088,"coeffs=(1,4,70)",
dim4_order4,4,4,dense_total_degree,70,495,1,tm_range_bound,torch_dense,cuda,float64,3,7,ok,,2.54832208,2.55311653,2.57667221,391.678166,0.376967799,"lo_hi=(1,4)",
dim4_order4,4,4,dense_total_degree,70,495,1,fixed_picard_tm_step,torch_dense,cuda,float64,3,7,ok,,0.131530687,0.134031288,0.135233493,7460.94447,0.768182608,"coeffs=(1,4,70)",
dim4_order4,4,4,dense_total_degree,70,495,1,interval_affine_map,python_scalar_sparse,cpu,float64,3,7,ok,,1.98526401,1.98867451,1.99260549,502.847496,0.0148075959,interval_objects=4,existing Polynomial/TaylorModel sparse Python object path
