plant,step,t_end_exact,view,kind,component,reference_lo_hex,reference_hi_hex,optimized_lo_hex,optimized_hi_hex,bit_identical,width_ratio
van_der_pol,424,305524198720814455/72057594037927936,published,endpoint,x,-0x1.f74b7ea5f9b52p+0,-0x1.ef7829dd8f611p+0,-0x1.f74b7ea5f9b52p+0,-0x1.ef7829dd8f611p+0,True,1.0
van_der_pol,424,305524198720814455/72057594037927936,published,endpoint,y,0x1.5c034e70fd11cp-2,0x1.9ee907add4ef9p-2,0x1.5c034e70fd11cp-2,0x1.9ee907add4ef9p-2,True,1.0
van_der_pol,424,305524198720814455/72057594037927936,published,tube,x,-0x1.f83d4858c0f01p+0,-0x1.ef778471599fap+0,-0x1.f83d4858c0f01p+0,-0x1.ef778471599fap+0,True,1.0
van_der_pol,424,305524198720814455/72057594037927936,published,tube,y,0x1.508d7148d940cp-2,0x1.a0f92e5a8dc23p-2,0x1.508d7148d940cp-2,0x1.a0f92e5a8dc23p-2,True,1.0
van_der_pol,424,305524198720814455/72057594037927936,common,endpoint,x,-0x1.f74b7ea5f9b4dp+0,-0x1.ef7829dd8f616p+0,-0x1.f74b7ea5f9b4dp+0,-0x1.ef7829dd8f616p+0,True,1.0
van_der_pol,424,305524198720814455/72057594037927936,common,endpoint,y,0x1.5c034e70fd123p-2,0x1.9ee907add4ef2p-2,0x1.5c034e70fd123p-2,0x1.9ee907add4ef2p-2,True,1.0
van_der_pol,424,305524198720814455/72057594037927936,common,tube,x,-0x1.f83d4858c0ef6p+0,-0x1.ef77847159a06p+0,-0x1.f83d4858c0ef6p+0,-0x1.ef77847159a06p+0,True,1.0
van_der_pol,424,305524198720814455/72057594037927936,common,tube,y,0x1.508d7148d941dp-2,0x1.a0f92e5a8dc12p-2,0x1.508d7148d941dp-2,0x1.a0f92e5a8dc12p-2,True,1.0
van_der_pol,425,2449958197289549875/576460752303423488,published,endpoint,x,-0x1.f6673d6913089p+0,-0x1.ee6e434f15217p+0,-0x1.f6673d6913089p+0,-0x1.ee6e434f15217p+0,True,1.0
van_der_pol,425,2449958197289549875/576460752303423488,published,endpoint,y,0x1.660ba53851038p-2,0x1.a72fbc63f3d56p-2,0x1.660ba53851038p-2,0x1.a72fbc63f3d56p-2,True,1.0
van_der_pol,425,2449958197289549875/576460752303423488,published,tube,x,-0x1.f75ef172fd829p+0,-0x1.ee6da32b6a453p+0,-0x1.f75ef172fd829p+0,-0x1.ee6da32b6a453p+0,True,1.0
van_der_pol,425,2449958197289549875/576460752303423488,published,tube,y,0x1.5ae4e7bf0ca7fp-2,0x1.a92ef208e5e5fp-2,0x1.5ae4e7bf0ca7fp-2,0x1.a92ef208e5e5fp-2,True,1.0
van_der_pol,425,2449958197289549875/576460752303423488,common,endpoint,x,-0x1.f6673d6913084p+0,-0x1.ee6e434f1521cp+0,-0x1.f6673d6913084p+0,-0x1.ee6e434f1521cp+0,True,1.0
van_der_pol,425,2449958197289549875/576460752303423488,common,endpoint,y,0x1.660ba53851041p-2,0x1.a72fbc63f3d4ep-2,0x1.660ba53851041p-2,0x1.a72fbc63f3d4ep-2,True,1.0
van_der_pol,425,2449958197289549875/576460752303423488,common,tube,x,-0x1.f75ef172fd81cp+0,-0x1.ee6da32b6a460p+0,-0x1.f75ef172fd81cp+0,-0x1.ee6da32b6a460p+0,True,1.0
van_der_pol,425,2449958197289549875/576460752303423488,common,tube,y,0x1.5ae4e7bf0ca91p-2,0x1.a92ef208e5e4ep-2,0x1.5ae4e7bf0ca91p-2,0x1.a92ef208e5e4ep-2,True,1.0
van_der_pol,426,1227861402406292055/288230376151711744,published,endpoint,x,-0x1.f57cbd0ad8fd7p+0,-0x1.ed5f0aa2b8bcbp+0,-0x1.f57cbd0ad8fd7p+0,-0x1.ed5f0aa2b8bcbp+0,True,1.0
van_der_pol,426,1227861402406292055/288230376151711744,published,endpoint,y,0x1.6fcefb57b600cp-2,0x1.af4407f54644fp-2,0x1.6fcefb57b600cp-2,0x1.af4407f54644fp-2,True,1.0
van_der_pol,426,1227861402406292055/288230376151711744,published,tube,x,-0x1.f67a34a082356p+0,-0x1.ed5e6f92ecba9p+0,-0x1.f67a34a082356p+0,-0x1.ed5e6f92ecba9p+0,True,1.0
van_der_pol,426,1227861402406292055/288230376151711744,published,tube,y,0x1.64f43bdfd5ed2p-2,0x1.b132f47e7a6c5p-2,0x1.64f43bdfd5ed2p-2,0x1.b132f47e7a6c5p-2,True,1.0
van_der_pol,426,1227861402406292055/288230376151711744,common,endpoint,x,-0x1.f57cbd0ad8fd2p+0,-0x1.ed5f0aa2b8bd0p+0,-0x1.f57cbd0ad8fd2p+0,-0x1.ed5f0aa2b8bd0p+0,True,1.0
van_der_pol,426,1227861402406292055/288230376151711744,common,endpoint,y,0x1.6fcefb57b6014p-2,0x1.af4407f546447p-2,0x1.6fcefb57b6014p-2,0x1.af4407f546447p-2,True,1.0
van_der_pol,426,1227861402406292055/288230376151711744,common,tube,x,-0x1.f67a34a082349p+0,-0x1.ed5e6f92ecbb6p+0,-0x1.f67a34a082349p+0,-0x1.ed5e6f92ecbb6p+0,True,1.0
van_der_pol,426,1227861402406292055/288230376151711744,common,tube,y,0x1.64f43bdfd5ee5p-2,0x1.b132f47e7a6b3p-2,0x1.64f43bdfd5ee5p-2,0x1.b132f47e7a6b3p-2,True,1.0
van_der_pol,427,2461487412335618345/576460752303423488,published,endpoint,x,-0x1.f48c27aa745c3p+0,-0x1.ec4aa09afc5a9p+0,-0x1.f48c27aa745c3p+0,-0x1.ec4aa09afc5a9p+0,True,1.0
van_der_pol,427,2461487412335618345/576460752303423488,published,endpoint,y,0x1.79507743b7ad1p-2,0x1.b7278fb48f42fp-2,0x1.79507743b7ad1p-2,0x1.b7278fb48f42fp-2,True,1.0
van_der_pol,427,2461487412335618345/576460752303423488,published,tube,x,-0x1.f58f3d8bf18dap+0,-0x1.ec4a0a6e21714p+0,-0x1.f58f3d8bf18dap+0,-0x1.ec4a0a6e21714p+0,True,1.0
van_der_pol,427,2461487412335618345/576460752303423488,published,tube,y,0x1.6ebeb3c4139e4p-2,0x1.b906cf4bdeae4p-2,0x1.6ebeb3c4139e4p-2,0x1.b906cf4bdeae4p-2,True,1.0
van_der_pol,427,2461487412335618345/576460752303423488,common,endpoint,x,-0x1.f48c27aa745bdp+0,-0x1.ec4aa09afc5afp+0,-0x1.f48c27aa745bdp+0,-0x1.ec4aa09afc5afp+0,True,1.0
van_der_pol,427,2461487412335618345/576460752303423488,common,endpoint,y,0x1.79507743b7ad9p-2,0x1.b7278fb48f426p-2,0x1.79507743b7ad9p-2,0x1.b7278fb48f426p-2,True,1.0
van_der_pol,427,2461487412335618345/576460752303423488,common,tube,x,-0x1.f58f3d8bf18ccp+0,-0x1.ec4a0a6e21722p+0,-0x1.f58f3d8bf18ccp+0,-0x1.ec4a0a6e21722p+0,True,1.0
van_der_pol,427,2461487412335618345/576460752303423488,common,tube,y,0x1.6ebeb3c4139f8p-2,0x1.b906cf4bdead2p-2,0x1.6ebeb3c4139f8p-2,0x1.b906cf4bdead2p-2,True,1.0
van_der_pol,428,616813004964663145/144115188075855872,published,endpoint,x,-0x1.f395a60a98afdp+0,-0x1.eb3124519923ap+0,-0x1.f395a60a98afdp+0,-0x1.eb3124519923ap+0,True,1.0
van_der_pol,428,616813004964663145/144115188075855872,published,endpoint,y,0x1.8292af8b9ef09p-2,0x1.bedc61e9dd4dap-2,0x1.8292af8b9ef09p-2,0x1.bedc61e9dd4dap-2,True,1.0
van_der_pol,428,616813004964663145/144115188075855872,published,tube,x,-0x1.f49e36792a022p+0,-0x1.eb3092d8377d7p+0,-0x1.f49e36792a022p+0,-0x1.eb3092d8377d7p+0,True,1.0
van_der_pol,428,616813004964663145/144115188075855872,published,tube,y,0x1.7846fe10581cbp-2,0x1.c0ac8c195a7b2p-2,0x1.7846fe10581cbp-2,0x1.c0ac8c195a7b2p-2,True,1.0
van_der_pol,428,616813004964663145/144115188075855872,common,endpoint,x,-0x1.f395a60a98af7p+0,-0x1.eb3124519923fp+0,-0x1.f395a60a98af7p+0,-0x1.eb3124519923fp+0,True,1.0
van_der_pol,428,616813004964663145/144115188075855872,common,endpoint,y,0x1.8292af8b9ef0ep-2,0x1.bedc61e9dd4d4p-2,0x1.8292af8b9ef0ep-2,0x1.bedc61e9dd4d4p-2,True,1.0
van_der_pol,428,616813004964663145/144115188075855872,common,tube,x,-0x1.f49e36792a016p+0,-0x1.eb3092d8377e3p+0,-0x1.f49e36792a016p+0,-0x1.eb3092d8377e3p+0,True,1.0
van_der_pol,428,616813004964663145/144115188075855872,common,tube,y,0x1.7846fe10581dep-2,0x1.c0ac8c195a79fp-2,0x1.7846fe10581dep-2,0x1.c0ac8c195a79fp-2,True,1.0
van_der_pol,429,2473016627381686815/576460752303423488,published,endpoint,x,-0x1.f2995f4f0eb42p+0,-0x1.ea12b3929d3edp+0,-0x1.f2995f4f0eb42p+0,-0x1.ea12b3929d3edp+0,True,1.0
van_der_pol,429,2473016627381686815/576460752303423488,published,endpoint,y,0x1.8b98268338794p-2,0x1.c6647afdcd4ebp-2,0x1.8b98268338794p-2,0x1.c6647afdcd4ebp-2,True,1.0
van_der_pol,429,2473016627381686815/576460752303423488,published,tube,x,-0x1.f3a74800cf32cp+0,-0x1.ea12269eb2be9p+0,-0x1.f3a74800cf32cp+0,-0x1.ea12269eb2be9p+0,True,1.0
van_der_pol,429,2473016627381686815/576460752303423488,published,tube,y,0x1.818fb4bd23d31p-2,0x1.c82622af6617ap-2,0x1.818fb4bd23d31p-2,0x1.c82622af6617ap-2,True,1.0
van_der_pol,429,2473016627381686815/576460752303423488,common,endpoint,x,-0x1.f2995f4f0eb3dp+0,-0x1.ea12b3929d3f3p+0,-0x1.f2995f4f0eb3dp+0,-0x1.ea12b3929d3f3p+0,True,1.0
van_der_pol,429,2473016627381686815/576460752303423488,common,endpoint,y,0x1.8b9826833879cp-2,0x1.c6647afdcd4e4p-2,0x1.8b9826833879cp-2,0x1.c6647afdcd4e4p-2,True,1.0
van_der_pol,429,2473016627381686815/576460752303423488,common,tube,x,-0x1.f3a74800cf31fp+0,-0x1.ea12269eb2bf7p+0,-0x1.f3a74800cf31fp+0,-0x1.ea12269eb2bf7p+0,True,1.0
van_der_pol,429,2473016627381686815/576460752303423488,common,tube,y,0x1.818fb4bd23d42p-2,0x1.c82622af66169p-2,0x1.818fb4bd23d42p-2,0x1.c82622af66169p-2,True,1.0
van_der_pol,430,1239390617452360525/288230376151711744,published,endpoint,x,-0x1.f1977908868adp+0,-0x1.e8ef6ae89299ep+0,-0x1.f1977908868adp+0,-0x1.e8ef6ae89299ep+0,True,1.0
van_der_pol,430,1239390617452360525/288230376151711744,published,endpoint,y,0x1.94634a6ba0ed8p-2,0x1.cdc1c659c35aep-2,0x1.94634a6ba0ed8p-2,0x1.cdc1c659c35aep-2,True,1.0
van_der_pol,430,1239390617452360525/288230376151711744,published,tube,x,-0x1.f2aa991c67c8fp+0,-0x1.e8eee24d906e7p+0,-0x1.f2aa991c67c8fp+0,-0x1.e8eee24d906e7p+0,True,1.0
van_der_pol,430,1239390617452360525/288230376151711744,published,tube,y,0x1.8a9b5d3519f50p-2,0x1.cf7579ddff98cp-2,0x1.8a9b5d3519f50p-2,0x1.cf7579ddff98cp-2,True,1.0
van_der_pol,430,1239390617452360525/288230376151711744,common,endpoint,x,-0x1.f1977908868a9p+0,-0x1.e8ef6ae8929a3p+0,-0x1.f1977908868a9p+0,-0x1.e8ef6ae8929a3p+0,True,1.0
van_der_pol,430,1239390617452360525/288230376151711744,common,endpoint,y,0x1.94634a6ba0ee0p-2,0x1.cdc1c659c35a7p-2,0x1.94634a6ba0ee0p-2,0x1.cdc1c659c35a7p-2,True,1.0
van_der_pol,430,1239390617452360525/288230376151711744,common,tube,x,-0x1.f2aa991c67c82p+0,-0x1.e8eee24d906f4p+0,-0x1.f2aa991c67c82p+0,-0x1.e8eee24d906f4p+0,True,1.0
van_der_pol,430,1239390617452360525/288230376151711744,common,tube,y,0x1.8a9b5d3519f62p-2,0x1.cf7579ddff97ap-2,0x1.8a9b5d3519f62p-2,0x1.cf7579ddff97ap-2,True,1.0
van_der_pol,431,2484545842427755285/576460752303423488,published,endpoint,x,-0x1.f0901742c9463p+0,-0x1.e7c765a5cd4b6p+0,-0x1.f0901742c9463p+0,-0x1.e7c765a5cd4b6p+0,True,1.0
van_der_pol,431,2484545842427755285/576460752303423488,published,endpoint,y,0x1.9cf675dd381cap-2,0x1.d4f61edddfa27p-2,0x1.9cf675dd381cap-2,0x1.d4f61edddfa27p-2,True,1.0
van_der_pol,431,2484545842427755285/576460752303423488,published,tube,x,-0x1.f1a84f34db72cp+0,-0x1.e7c6e138947f7p+0,-0x1.f1a84f34db72cp+0,-0x1.e7c6e138947f7p+0,True,1.0
van_der_pol,431,2484545842427755285/576460752303423488,published,tube,y,0x1.936c68b8eb980p-2,0x1.d69c67f5f0fcep-2,0x1.936c68b8eb980p-2,0x1.d69c67f5f0fcep-2,True,1.0
van_der_pol,431,2484545842427755285/576460752303423488,common,endpoint,x,-0x1.f0901742c945dp+0,-0x1.e7c765a5cd4bcp+0,-0x1.f0901742c945dp+0,-0x1.e7c765a5cd4bcp+0,True,1.0
van_der_pol,431,2484545842427755285/576460752303423488,common,endpoint,y,0x1.9cf675dd381d1p-2,0x1.d4f61edddfa20p-2,0x1.9cf675dd381d1p-2,0x1.d4f61edddfa20p-2,True,1.0
van_der_pol,431,2484545842427755285/576460752303423488,common,tube,x,-0x1.f1a84f34db71fp+0,-0x1.e7c6e13894804p+0,-0x1.f1a84f34db71fp+0,-0x1.e7c6e13894804p+0,True,1.0
van_der_pol,431,2484545842427755285/576460752303423488,common,tube,y,0x1.936c68b8eb992p-2,0x1.d69c67f5f0fbep-2,0x1.936c68b8eb992p-2,0x1.d69c67f5f0fbep-2,True,1.0
van_der_pol,432,155644403121924345/36028797018963968,published,endpoint,x,-0x1.ef835c9179f2cp+0,-0x1.e69abdee87628p+0,-0x1.ef835c9179f2cp+0,-0x1.e69abdee87628p+0,True,1.0
van_der_pol,432,155644403121924345/36028797018963968,published,endpoint,y,0x1.a553f03e61827p-2,0x1.dc034f5c95028p-2,0x1.a553f03e61827p-2,0x1.dc034f5c95028p-2,True,1.0
van_der_pol,432,155644403121924345/36028797018963968,published,tube,x,-0x1.f0a08e2f819a0p+0,-0x1.e69a3d8564ae4p+0,-0x1.f0a08e2f819a0p+0,-0x1.e69a3d8564ae4p+0,True,1.0
van_der_pol,432,155644403121924345/36028797018963968,published,tube,y,0x1.9c0534d19fa4bp-2,0x1.dd9cb346d93e3p-2,0x1.9c0534d19fa4bp-2,0x1.dd9cb346d93e3p-2,True,1.0
van_der_pol,432,155644403121924345/36028797018963968,common,endpoint,x,-0x1.ef835c9179f28p+0,-0x1.e69abdee8762cp+0,-0x1.ef835c9179f28p+0,-0x1.e69abdee8762cp+0,True,1.0
van_der_pol,432,155644403121924345/36028797018963968,common,endpoint,y,0x1.a553f03e6182fp-2,0x1.dc034f5c95020p-2,0x1.a553f03e6182fp-2,0x1.dc034f5c95020p-2,True,1.0
van_der_pol,432,155644403121924345/36028797018963968,common,tube,x,-0x1.f0a08e2f81992p+0,-0x1.e69a3d8564af2p+0,-0x1.f0a08e2f81992p+0,-0x1.e69a3d8564af2p+0,True,1.0
van_der_pol,432,155644403121924345/36028797018963968,common,tube,y,0x1.9c0534d19fa60p-2,0x1.dd9cb346d93cep-2,0x1.9c0534d19fa60p-2,0x1.dd9cb346d93cep-2,True,1.0
van_der_pol,433,2496075057473823755/576460752303423488,published,endpoint,x,-0x1.ee716a1a66ee6p+0,-0x1.e5698cc4d059fp+0,-0x1.ee716a1a66ee6p+0,-0x1.e5698cc4d059fp+0,True,1.0
van_der_pol,433,2496075057473823755/576460752303423488,published,endpoint,y,0x1.ad7dee3039423p-2,0x1.e2eb132319669p-2,0x1.ad7dee3039423p-2,0x1.e2eb132319669p-2,True,1.0
van_der_pol,433,2496075057473823755/576460752303423488,published,tube,x,-0x1.ef937878c1a2cp+0,-0x1.e569103777150p+0,-0x1.ef937878c1a2cp+0,-0x1.e569103777150p+0,True,1.0
van_der_pol,433,2496075057473823755/576460752303423488,published,tube,y,0x1.a4680bb903e13p-2,0x1.e47812aa79b6fp-2,0x1.a4680bb903e13p-2,0x1.e47812aa79b6fp-2,True,1.0
van_der_pol,433,2496075057473823755/576460752303423488,common,endpoint,x,-0x1.ee716a1a66ee1p+0,-0x1.e5698cc4d05a4p+0,-0x1.ee716a1a66ee1p+0,-0x1.e5698cc4d05a4p+0,True,1.0
van_der_pol,433,2496075057473823755/576460752303423488,common,endpoint,y,0x1.ad7dee303942ap-2,0x1.e2eb132319662p-2,0x1.ad7dee303942ap-2,0x1.e2eb132319662p-2,True,1.0
van_der_pol,433,2496075057473823755/576460752303423488,common,tube,x,-0x1.ef937878c1a20p+0,-0x1.e56910377715cp+0,-0x1.ef937878c1a20p+0,-0x1.e56910377715cp+0,True,1.0
van_der_pol,433,2496075057473823755/576460752303423488,common,tube,y,0x1.a4680bb903e26p-2,0x1.e47812aa79b5dp-2,0x1.a4680bb903e26p-2,0x1.e47812aa79b5dp-2,True,1.0
van_der_pol,434,1250919832498428995/288230376151711744,published,endpoint,x,-0x1.ed5a5fa389e34p+0,-0x1.e433ea103069ep+0,-0x1.ed5a5fa389e34p+0,-0x1.e433ea103069ep+0,True,1.0
van_der_pol,434,1250919832498428995/288230376151711744,published,endpoint,y,0x1.b576920049fd9p-2,0x1.e9af167e852bap-2,0x1.b576920049fd9p-2,0x1.e9af167e852bap-2,True,1.0
van_der_pol,434,1250919832498428995/288230376151711744,published,tube,x,-0x1.ee812f1262624p+0,-0x1.e4337137b4bfdp+0,-0x1.ee812f1262624p+0,-0x1.e4337137b4bfdp+0,True,1.0
van_der_pol,434,1250919832498428995/288230376151711744,published,tube,y,0x1.ac9724c824273p-2,0x1.eb302e0c3bf57p-2,0x1.ac9724c824273p-2,0x1.eb302e0c3bf57p-2,True,1.0
van_der_pol,434,1250919832498428995/288230376151711744,common,endpoint,x,-0x1.ed5a5fa389e2fp+0,-0x1.e433ea10306a4p+0,-0x1.ed5a5fa389e2fp+0,-0x1.e433ea10306a4p+0,True,1.0
van_der_pol,434,1250919832498428995/288230376151711744,common,endpoint,y,0x1.b576920049fe0p-2,0x1.e9af167e852b2p-2,0x1.b576920049fe0p-2,0x1.e9af167e852b2p-2,True,1.0
van_der_pol,434,1250919832498428995/288230376151711744,common,tube,x,-0x1.ee812f1262616p+0,-0x1.e4337137b4c0cp+0,-0x1.ee812f1262616p+0,-0x1.e4337137b4c0cp+0,True,1.0
van_der_pol,434,1250919832498428995/288230376151711744,common,tube,y,0x1.ac9724c824286p-2,0x1.eb302e0c3bf43p-2,0x1.ac9724c824286p-2,0x1.eb302e0c3bf43p-2,True,1.0
van_der_pol,435,2507604272519892225/576460752303423488,published,endpoint,x,-0x1.ec3e5b9de4251p+0,-0x1.e2f9eca7d1396p+0,-0x1.ec3e5b9de4251p+0,-0x1.e2f9eca7d1396p+0,True,1.0
van_der_pol,435,2507604272519892225/576460752303423488,published,endpoint,y,0x1.bd3fec302de5dp-2,0x1.f050f72bb8e4bp-2,0x1.bd3fec302de5dp-2,0x1.f050f72bb8e4bp-2,True,1.0
van_der_pol,435,2507604272519892225/576460752303423488,published,tube,x,-0x1.ed69d19eb5e52p+0,-0x1.e2f9775ea2149p+0,-0x1.ed69d19eb5e52p+0,-0x1.e2f9775ea2149p+0,True,1.0
van_der_pol,435,2507604272519892225/576460752303423488,published,tube,y,0x1.b494a4fd8d89fp-2,0x1.f1c69eda1cd0ep-2,0x1.b494a4fd8d89fp-2,0x1.f1c69eda1cd0ep-2,True,1.0
van_der_pol,435,2507604272519892225/576460752303423488,common,endpoint,x,-0x1.ec3e5b9de424cp+0,-0x1.e2f9eca7d139bp+0,-0x1.ec3e5b9de424cp+0,-0x1.e2f9eca7d139bp+0,True,1.0
van_der_pol,435,2507604272519892225/576460752303423488,common,endpoint,y,0x1.bd3fec302de66p-2,0x1.f050f72bb8e42p-2,0x1.bd3fec302de66p-2,0x1.f050f72bb8e42p-2,True,1.0
van_der_pol,435,2507604272519892225/576460752303423488,common,tube,x,-0x1.ed69d19eb5e44p+0,-0x1.e2f9775ea2157p+0,-0x1.ed69d19eb5e44p+0,-0x1.e2f9775ea2157p+0,True,1.0
van_der_pol,435,2507604272519892225/576460752303423488,common,tube,y,0x1.b494a4fd8d8b1p-2,0x1.f1c69eda1ccfbp-2,0x1.b494a4fd8d8b1p-2,0x1.f1c69eda1ccfbp-2,True,1.0
van_der_pol,436,628342220010731615/144115188075855872,published,endpoint,x,-0x1.eb1d7b30c5167p+0,-0x1.e1bbaa5b9e206p+0,-0x1.eb1d7b30c5167p+0,-0x1.e1bbaa5b9e206p+0,True,1.0
van_der_pol,436,628342220010731615/144115188075855872,published,endpoint,y,0x1.c4dbfbe9f9c8fp-2,0x1.f6d244da4737ep-2,0x1.c4dbfbe9f9c8fp-2,0x1.f6d244da4737ep-2,True,1.0
van_der_pol,436,628342220010731615/144115188075855872,published,tube,x,-0x1.ec4d7e6c2f9d9p+0,-0x1.e1bb387d7e7f2p+0,-0x1.ec4d7e6c2f9d9p+0,-0x1.e1bb387d7e7f2p+0,True,1.0
van_der_pol,436,628342220010731615/144115188075855872,published,tube,y,0x1.bc629f6fec824p-2,0x1.f83cf0897c1bcp-2,0x1.bc629f6fec824p-2,0x1.f83cf0897c1bcp-2,True,1.0
van_der_pol,436,628342220010731615/144115188075855872,common,endpoint,x,-0x1.eb1d7b30c5161p+0,-0x1.e1bbaa5b9e20cp+0,-0x1.eb1d7b30c5161p+0,-0x1.e1bbaa5b9e20cp+0,True,1.0
van_der_pol,436,628342220010731615/144115188075855872,common,endpoint,y,0x1.c4dbfbe9f9c98p-2,0x1.f6d244da47376p-2,0x1.c4dbfbe9f9c98p-2,0x1.f6d244da47376p-2,True,1.0
van_der_pol,436,628342220010731615/144115188075855872,common,tube,x,-0x1.ec4d7e6c2f9cbp+0,-0x1.e1bb387d7e801p+0,-0x1.ec4d7e6c2f9cbp+0,-0x1.e1bb387d7e801p+0,True,1.0
van_der_pol,436,628342220010731615/144115188075855872,common,tube,y,0x1.bc629f6fec837p-2,0x1.f83cf0897c1aap-2,0x1.bc629f6fec837p-2,0x1.f83cf0897c1aap-2,True,1.0
van_der_pol,437,2519133487565960695/576460752303423488,published,endpoint,x,-0x1.e9f7da44d579fp+0,-0x1.e07937fd017b8p+0,-0x1.e9f7da44d579fp+0,-0x1.e07937fd017b8p+0,True,1.0
van_der_pol,437,2519133487565960695/576460752303423488,published,endpoint,y,0x1.cc4caf7936ed4p-2,0x1.fd3481a9d4a78p-2,0x1.cc4caf7936ed4p-2,0x1.fd3481a9d4a78p-2,True,1.0
van_der_pol,437,2519133487565960695/576460752303423488,published,tube,x,-0x1.eb2c5280bf25dp+0,-0x1.e078c9670155bp+0,-0x1.eb2c5280bf25dp+0,-0x1.e078c9670155bp+0,True,1.0
van_der_pol,437,2519133487565960695/576460752303423488,published,tube,y,0x1.c40315c6131d6p-2,0x1.fe94a115edbd5p-2,0x1.c40315c6131d6p-2,0x1.fe94a115edbd5p-2,True,1.0
van_der_pol,437,2519133487565960695/576460752303423488,common,endpoint,x,-0x1.e9f7da44d579ap+0,-0x1.e07937fd017bdp+0,-0x1.e9f7da44d579ap+0,-0x1.e07937fd017bdp+0,True,1.0
van_der_pol,437,2519133487565960695/576460752303423488,common,endpoint,y,0x1.cc4caf7936edap-2,0x1.fd3481a9d4a71p-2,0x1.cc4caf7936edap-2,0x1.fd3481a9d4a71p-2,True,1.0
van_der_pol,437,2519133487565960695/576460752303423488,common,tube,x,-0x1.eb2c5280bf24fp+0,-0x1.e078c96701568p+0,-0x1.eb2c5280bf24fp+0,-0x1.e078c96701568p+0,True,1.0
van_der_pol,437,2519133487565960695/576460752303423488,common,tube,y,0x1.c40315c6131e9p-2,0x1.fe94a115edbc2p-2,0x1.c40315c6131e9p-2,0x1.fe94a115edbc2p-2,True,1.0
van_der_pol,438,1262449047544497465/288230376151711744,published,endpoint,x,-0x1.e8cd938ec24edp+0,-0x1.df32a96765489p+0,-0x1.e8cd938ec24edp+0,-0x1.df32a96765489p+0,True,1.0
van_der_pol,438,1262449047544497465/288230376151711744,published,endpoint,y,0x1.d393e4c6aa95cp-2,0x1.01bc91517e653p-1,0x1.d393e4c6aa95cp-2,0x1.01bc91517e653p-1,True,1.0
van_der_pol,438,1262449047544497465/288230376151711744,published,tube,x,-0x1.ea0669a4ca04ap+0,-0x1.df323df7da22ep+0,-0x1.ea0669a4ca04ap+0,-0x1.df323df7da22ep+0,True,1.0
van_der_pol,438,1262449047544497465/288230376151711744,published,tube,y,0x1.cb77f8b281218p-2,0x1.026790bd9a604p-1,0x1.cb77f8b281218p-2,0x1.026790bd9a604p-1,True,1.0
van_der_pol,438,1262449047544497465/288230376151711744,common,endpoint,x,-0x1.e8cd938ec24e8p+0,-0x1.df32a9676548fp+0,-0x1.e8cd938ec24e8p+0,-0x1.df32a9676548fp+0,True,1.0
van_der_pol,438,1262449047544497465/288230376151711744,common,endpoint,y,0x1.d393e4c6aa962p-2,0x1.01bc91517e64cp-1,0x1.d393e4c6aa962p-2,0x1.01bc91517e64cp-1,True,1.0
van_der_pol,438,1262449047544497465/288230376151711744,common,tube,x,-0x1.ea0669a4ca03dp+0,-0x1.df323df7da23bp+0,-0x1.ea0669a4ca03dp+0,-0x1.df323df7da23bp+0,True,1.0
van_der_pol,438,1262449047544497465/288230376151711744,common,tube,y,0x1.cb77f8b28122ap-2,0x1.026790bd9a5f5p-1,0x1.cb77f8b28122ap-2,0x1.026790bd9a5f5p-1,True,1.0
van_der_pol,439,2530662702612029165/576460752303423488,published,endpoint,x,-0x1.e79ec0999571bp+0,-0x1.dde811886a1d6p+0,-0x1.e79ec0999571bp+0,-0x1.dde811886a1d6p+0,True,1.0
van_der_pol,439,2530662702612029165/576460752303423488,published,endpoint,y,0x1.dab369d42f854p-2,0x1.04d0c816ee585p-1,0x1.dab369d42f854p-2,0x1.04d0c816ee585p-1,True,1.0
van_der_pol,439,2530662702612029165/576460752303423488,published,tube,x,-0x1.e8dbde700b99bp+0,-0x1.dde7a91cae41fp+0,-0x1.e8dbde700b99bp+0,-0x1.dde7a91cae41fp+0,True,1.0
van_der_pol,439,2530662702612029165/576460752303423488,published,tube,y,0x1.d2c31e03e7c26p-2,0x1.0576f04c23f89p-1,0x1.d2c31e03e7c26p-2,0x1.0576f04c23f89p-1,True,1.0
van_der_pol,439,2530662702612029165/576460752303423488,common,endpoint,x,-0x1.e79ec09995716p+0,-0x1.dde811886a1dbp+0,-0x1.e79ec09995716p+0,-0x1.dde811886a1dbp+0,True,1.0
van_der_pol,439,2530662702612029165/576460752303423488,common,endpoint,y,0x1.dab369d42f85bp-2,0x1.04d0c816ee57ep-1,0x1.dab369d42f85bp-2,0x1.04d0c816ee57ep-1,True,1.0
van_der_pol,439,2530662702612029165/576460752303423488,common,tube,x,-0x1.e8dbde700b98dp+0,-0x1.dde7a91cae42ep+0,-0x1.e8dbde700b98dp+0,-0x1.dde7a91cae42ep+0,True,1.0
van_der_pol,439,2530662702612029165/576460752303423488,common,tube,y,0x1.d2c31e03e7c37p-2,0x1.0576f04c23f79p-1,0x1.d2c31e03e7c37p-2,0x1.0576f04c23f79p-1,True,1.0
van_der_pol,440,317053413766882925/72057594037927936,published,endpoint,x,-0x1.e66b79d0bc7aep+0,-0x1.dc998267d59e9p+0,-0x1.e66b79d0bc7aep+0,-0x1.dc998267d59e9p+0,True,1.0
