plant,step,t_end_exact,view,kind,component,reference_lo_hex,reference_hi_hex,optimized_lo_hex,optimized_hi_hex,bit_identical,width_ratio
van_der_pol,407,2346195261874933645/576460752303423488,common,tube,y,0x1.a7266e924f215p-4,0x1.dbe89fc2c2143p-3,0x1.a7266e924f215p-4,0x1.dbe89fc2c2143p-3,True,1.0
van_der_pol,408,293994983674745985/72057594037927936,published,endpoint,x,-0x1.00cef87b1477cp+1,-0x1.fcc06614ebac1p+0,-0x1.00cef87b1477cp+1,-0x1.fcc06614ebac1p+0,True,1.0
van_der_pol,408,293994983674745985/72057594037927936,published,endpoint,y,0x1.1a7a2997734a3p-3,0x1.ef1a98d35b3aep-3,0x1.1a7a2997734a3p-3,0x1.ef1a98d35b3aep-3,True,1.0
van_der_pol,408,293994983674745985/72057594037927936,published,tube,x,-0x1.010b5e52135e9p+1,-0x1.fcbf4896b9684p+0,-0x1.010b5e52135e9p+1,-0x1.fcbf4896b9684p+0,True,1.0
van_der_pol,408,293994983674745985/72057594037927936,published,tube,y,0x1.eb718de070f66p-4,0x1.f621b4e3ce5cbp-3,0x1.eb718de070f66p-4,0x1.f621b4e3ce5cbp-3,True,1.0
van_der_pol,408,293994983674745985/72057594037927936,common,endpoint,x,-0x1.00cef87b14778p+1,-0x1.fcc06614ebac7p+0,-0x1.00cef87b14778p+1,-0x1.fcc06614ebac7p+0,True,1.0
van_der_pol,408,293994983674745985/72057594037927936,common,endpoint,y,0x1.1a7a2997734aap-3,0x1.ef1a98d35b3a6p-3,0x1.1a7a2997734aap-3,0x1.ef1a98d35b3a6p-3,True,1.0
van_der_pol,408,293994983674745985/72057594037927936,common,tube,x,-0x1.010b5e52135e1p+1,-0x1.fcbf4896b9690p+0,-0x1.010b5e52135e1p+1,-0x1.fcbf4896b9690p+0,True,1.0
van_der_pol,408,293994983674745985/72057594037927936,common,tube,y,0x1.eb718de070f7dp-4,0x1.f621b4e3ce5b7p-3,0x1.eb718de070f7dp-4,0x1.f621b4e3ce5b7p-3,True,1.0
van_der_pol,409,2357724476921002115/576460752303423488,published,endpoint,x,-0x1.009cc0b7b2d9ap+1,-0x1.fc22bb8015a24p+0,-0x1.009cc0b7b2d9ap+1,-0x1.fc22bb8015a24p+0,True,1.0
van_der_pol,409,2357724476921002115/576460752303423488,published,endpoint,y,0x1.3a7d7c6b23684p-3,0x1.04638e88ebdb6p-2,0x1.3a7d7c6b23684p-3,0x1.04638e88ebdb6p-2,True,1.0
van_der_pol,409,2357724476921002115/576460752303423488,published,tube,x,-0x1.00ddd11eccb9fp+1,-0x1.fc21a7bff85b1p+0,-0x1.00ddd11eccb9fp+1,-0x1.fc21a7bff85b1p+0,True,1.0
van_der_pol,409,2357724476921002115/576460752303423488,published,tube,y,0x1.16d861aaf8decp-3,0x1.07ca241adbba8p-2,0x1.16d861aaf8decp-3,0x1.07ca241adbba8p-2,True,1.0
van_der_pol,409,2357724476921002115/576460752303423488,common,endpoint,x,-0x1.009cc0b7b2d96p+1,-0x1.fc22bb8015a29p+0,-0x1.009cc0b7b2d96p+1,-0x1.fc22bb8015a29p+0,True,1.0
van_der_pol,409,2357724476921002115/576460752303423488,common,endpoint,y,0x1.3a7d7c6b2368dp-3,0x1.04638e88ebdaep-2,0x1.3a7d7c6b2368dp-3,0x1.04638e88ebdaep-2,True,1.0
van_der_pol,409,2357724476921002115/576460752303423488,common,tube,x,-0x1.00ddd11eccb97p+1,-0x1.fc21a7bff85bfp+0,-0x1.00ddd11eccb97p+1,-0x1.fc21a7bff85bfp+0,True,1.0
van_der_pol,409,2357724476921002115/576460752303423488,common,tube,y,0x1.16d861aaf8dffp-3,0x1.07ca241adbb9ap-2,0x1.16d861aaf8dffp-3,0x1.07ca241adbb9ap-2,True,1.0
van_der_pol,410,1181744542222018175/288230376151711744,published,endpoint,x,-0x1.00659098c5cb5p+1,-0x1.fb7cd24dfe275p+0,-0x1.00659098c5cb5p+1,-0x1.fb7cd24dfe275p+0,True,1.0
van_der_pol,410,1181744542222018175/288230376151711744,published,endpoint,y,0x1.598c43909253fp-3,0x1.10d9614d1f886p-2,0x1.598c43909253fp-3,0x1.10d9614d1f886p-2,True,1.0
van_der_pol,410,1181744542222018175/288230376151711744,published,tube,x,-0x1.00ab280ef0bc8p+1,-0x1.fb7bc819f1262p+0,-0x1.00ab280ef0bc8p+1,-0x1.fb7bc819f1262p+0,True,1.0
van_der_pol,410,1181744542222018175/288230376151711744,published,tube,y,0x1.36fa34d4ece84p-3,0x1.1423cb75bfdaep-2,0x1.36fa34d4ece84p-3,0x1.1423cb75bfdaep-2,True,1.0
van_der_pol,410,1181744542222018175/288230376151711744,common,endpoint,x,-0x1.00659098c5cb0p+1,-0x1.fb7cd24dfe27ap+0,-0x1.00659098c5cb0p+1,-0x1.fb7cd24dfe27ap+0,True,1.0
van_der_pol,410,1181744542222018175/288230376151711744,common,endpoint,y,0x1.598c439092546p-3,0x1.10d9614d1f87fp-2,0x1.598c439092546p-3,0x1.10d9614d1f87fp-2,True,1.0
van_der_pol,410,1181744542222018175/288230376151711744,common,tube,x,-0x1.00ab280ef0bbfp+1,-0x1.fb7bc819f126ep+0,-0x1.00ab280ef0bbfp+1,-0x1.fb7bc819f126ep+0,True,1.0
van_der_pol,410,1181744542222018175/288230376151711744,common,tube,y,0x1.36fa34d4ece98p-3,0x1.1423cb75bfd9ep-2,0x1.36fa34d4ece98p-3,0x1.1423cb75bfd9ep-2,True,1.0
van_der_pol,411,2369253691967070585/576460752303423488,published,endpoint,x,-0x1.00298e6961e5dp+1,-0x1.facee77b0b27dp+0,-0x1.00298e6961e5dp+1,-0x1.facee77b0b27dp+0,True,1.0
van_der_pol,411,2369253691967070585/576460752303423488,published,endpoint,y,0x1.77ae678917940p-3,0x1.1cf24a0868103p-2,0x1.77ae678917940p-3,0x1.1cf24a0868103p-2,True,1.0
van_der_pol,411,2369253691967070585/576460752303423488,published,tube,x,-0x1.00738aa3dfcd1p+1,-0x1.facde69f42d4fp+0,-0x1.00738aa3dfcd1p+1,-0x1.facde69f42d4fp+0,True,1.0
van_der_pol,411,2369253691967070585/576460752303423488,published,tube,y,0x1.562650aacca27p-3,0x1.20215611b0002p-2,0x1.562650aacca27p-3,0x1.20215611b0002p-2,True,1.0
van_der_pol,411,2369253691967070585/576460752303423488,common,endpoint,x,-0x1.00298e6961e58p+1,-0x1.facee77b0b282p+0,-0x1.00298e6961e58p+1,-0x1.facee77b0b282p+0,True,1.0
van_der_pol,411,2369253691967070585/576460752303423488,common,endpoint,y,0x1.77ae678917947p-3,0x1.1cf24a08680fbp-2,0x1.77ae678917947p-3,0x1.1cf24a08680fbp-2,True,1.0
van_der_pol,411,2369253691967070585/576460752303423488,common,tube,x,-0x1.00738aa3dfcc8p+1,-0x1.facde69f42d5bp+0,-0x1.00738aa3dfcc8p+1,-0x1.facde69f42d5bp+0,True,1.0
van_der_pol,411,2369253691967070585/576460752303423488,common,tube,y,0x1.562650aacca38p-3,0x1.20215611afff2p-2,0x1.562650aacca38p-3,0x1.20215611afff2p-2,True,1.0
van_der_pol,412,593754574872526205/144115188075855872,published,endpoint,x,-0x1.ffd1be5abb9b1p+0,-0x1.fa1935d6a5854p+0,-0x1.ffd1be5abb9b1p+0,-0x1.fa1935d6a5854p+0,True,1.0
van_der_pol,412,593754574872526205/144115188075855872,published,endpoint,y,0x1.94ebae3be094ep-3,0x1.28b1b5dc7b7e3p-2,0x1.94ebae3be094ep-3,0x1.28b1b5dc7b7e3p-2,True,1.0
van_der_pol,412,593754574872526205/144115188075855872,published,tube,x,-0x1.00371f11065fbp+1,-0x1.fa183e1de71f8p+0,-0x1.00371f11065fbp+1,-0x1.fa183e1de71f8p+0,True,1.0
van_der_pol,412,593754574872526205/144115188075855872,published,tube,y,0x1.7464a569c3ad8p-3,0x1.2bc630a4356eep-2,0x1.7464a569c3ad8p-3,0x1.2bc630a4356eep-2,True,1.0
van_der_pol,412,593754574872526205/144115188075855872,common,endpoint,x,-0x1.ffd1be5abb9acp+0,-0x1.fa1935d6a5859p+0,-0x1.ffd1be5abb9acp+0,-0x1.fa1935d6a5859p+0,True,1.0
van_der_pol,412,593754574872526205/144115188075855872,common,endpoint,y,0x1.94ebae3be0956p-3,0x1.28b1b5dc7b7dcp-2,0x1.94ebae3be0956p-3,0x1.28b1b5dc7b7dcp-2,True,1.0
van_der_pol,412,593754574872526205/144115188075855872,common,tube,x,-0x1.00371f11065f3p+1,-0x1.fa183e1de7207p+0,-0x1.00371f11065f3p+1,-0x1.fa183e1de7207p+0,True,1.0
van_der_pol,412,593754574872526205/144115188075855872,common,tube,y,0x1.7464a569c3aecp-3,0x1.2bc630a4356ddp-2,0x1.7464a569c3aecp-3,0x1.2bc630a4356ddp-2,True,1.0
van_der_pol,413,2380782907013139055/576460752303423488,published,endpoint,x,-0x1.ff475d7b9be5bp+0,-0x1.f95be5e51c0bcp+0,-0x1.ff475d7b9be5bp+0,-0x1.f95be5e51c0bcp+0,True,1.0
van_der_pol,413,2380782907013139055/576460752303423488,published,endpoint,y,0x1.b14bb8a186865p-3,0x1.341af9ef80de9p-2,0x1.b14bb8a186865p-3,0x1.341af9ef80de9p-2,True,1.0
van_der_pol,413,2380782907013139055/576460752303423488,published,tube,x,-0x1.ffec24b05df16p+0,-0x1.f95af7190ab4dp+0,-0x1.ffec24b05df16p+0,-0x1.f95af7190ab4dp+0,True,1.0
van_der_pol,413,2380782907013139055/576460752303423488,published,tube,y,0x1.91bd0081c51dfp-3,0x1.3715af5927fa8p-2,0x1.91bd0081c51dfp-3,0x1.3715af5927fa8p-2,True,1.0
van_der_pol,413,2380782907013139055/576460752303423488,common,endpoint,x,-0x1.ff475d7b9be56p+0,-0x1.f95be5e51c0c0p+0,-0x1.ff475d7b9be56p+0,-0x1.f95be5e51c0c0p+0,True,1.0
van_der_pol,413,2380782907013139055/576460752303423488,common,endpoint,y,0x1.b14bb8a18686ep-3,0x1.341af9ef80de1p-2,0x1.b14bb8a18686ep-3,0x1.341af9ef80de1p-2,True,1.0
van_der_pol,413,2380782907013139055/576460752303423488,common,tube,x,-0x1.ffec24b05df09p+0,-0x1.f95af7190ab5ap+0,-0x1.ffec24b05df09p+0,-0x1.f95af7190ab5ap+0,True,1.0
van_der_pol,413,2380782907013139055/576460752303423488,common,tube,y,0x1.91bd0081c51f2p-3,0x1.3715af5927f95p-2,0x1.91bd0081c51f2p-3,0x1.3715af5927f95p-2,True,1.0
van_der_pol,414,1193273757268086645/288230376151711744,published,endpoint,x,-0x1.feb4dca27d4a0p+0,-0x1.f89690eac04cep+0,-0x1.feb4dca27d4a0p+0,-0x1.f89690eac04cep+0,True,1.0
van_der_pol,414,1193273757268086645/288230376151711744,published,endpoint,y,0x1.ccd11a2f41479p-3,0x1.3f33c6c39e7e6p-2,0x1.ccd11a2f41479p-3,0x1.3f33c6c39e7e6p-2,True,1.0
van_der_pol,414,1193273757268086645/288230376151711744,published,tube,x,-0x1.ff61adf9c3515p+0,-0x1.f895aa7d95b23p+0,-0x1.ff61adf9c3515p+0,-0x1.f895aa7d95b23p+0,True,1.0
van_der_pol,414,1193273757268086645/288230376151711744,published,tube,y,0x1.ae34eaed5ac11p-3,0x1.42141d953dc98p-2,0x1.ae34eaed5ac11p-3,0x1.42141d953dc98p-2,True,1.0
van_der_pol,414,1193273757268086645/288230376151711744,common,endpoint,x,-0x1.feb4dca27d49bp+0,-0x1.f89690eac04d4p+0,-0x1.feb4dca27d49bp+0,-0x1.f89690eac04d4p+0,True,1.0
van_der_pol,414,1193273757268086645/288230376151711744,common,endpoint,y,0x1.ccd11a2f41482p-3,0x1.3f33c6c39e7dep-2,0x1.ccd11a2f41482p-3,0x1.3f33c6c39e7dep-2,True,1.0
van_der_pol,414,1193273757268086645/288230376151711744,common,tube,x,-0x1.ff61adf9c3508p+0,-0x1.f895aa7d95b30p+0,-0x1.ff61adf9c3508p+0,-0x1.f895aa7d95b30p+0,True,1.0
van_der_pol,414,1193273757268086645/288230376151711744,common,tube,y,0x1.ae34eaed5ac28p-3,0x1.42141d953dc85p-2,0x1.ae34eaed5ac28p-3,0x1.42141d953dc85p-2,True,1.0
van_der_pol,415,2392312122059207525/576460752303423488,published,endpoint,x,-0x1.fe19cb2790ecdp+0,-0x1.f7ca1ed798e51p+0,-0x1.fe19cb2790ecdp+0,-0x1.f7ca1ed798e51p+0,True,1.0
van_der_pol,415,2392312122059207525/576460752303423488,published,endpoint,y,0x1.e787222eb1579p-3,0x1.49fd4319eeef2p-2,0x1.e787222eb1579p-3,0x1.49fd4319eeef2p-2,True,1.0
van_der_pol,415,2392312122059207525/576460752303423488,published,tube,x,-0x1.fece6bcff313dp+0,-0x1.f7c93ff6a4e0ap+0,-0x1.fece6bcff313dp+0,-0x1.f7c93ff6a4e0ap+0,True,1.0
van_der_pol,415,2392312122059207525/576460752303423488,published,tube,y,0x1.c9d23e86c8e9ep-3,0x1.4cc572be634e7p-2,0x1.c9d23e86c8e9ep-3,0x1.4cc572be634e7p-2,True,1.0
van_der_pol,415,2392312122059207525/576460752303423488,common,endpoint,x,-0x1.fe19cb2790ec9p+0,-0x1.f7ca1ed798e56p+0,-0x1.fe19cb2790ec9p+0,-0x1.f7ca1ed798e56p+0,True,1.0
van_der_pol,415,2392312122059207525/576460752303423488,common,endpoint,y,0x1.e787222eb1582p-3,0x1.49fd4319eeeeap-2,0x1.e787222eb1582p-3,0x1.49fd4319eeeeap-2,True,1.0
van_der_pol,415,2392312122059207525/576460752303423488,common,tube,x,-0x1.fece6bcff3131p+0,-0x1.f7c93ff6a4e16p+0,-0x1.fece6bcff3131p+0,-0x1.f7c93ff6a4e16p+0,True,1.0
van_der_pol,415,2392312122059207525/576460752303423488,common,tube,y,0x1.c9d23e86c8eb7p-3,0x1.4cc572be634d2p-2,0x1.c9d23e86c8eb7p-3,0x1.4cc572be634d2p-2,True,1.0
van_der_pol,416,74939897799445055/18014398509481984,published,endpoint,x,-0x1.fd76699314814p+0,-0x1.f6f6c21e92324p+0,-0x1.fd76699314814p+0,-0x1.f6f6c21e92324p+0,True,1.0
van_der_pol,416,74939897799445055/18014398509481984,published,endpoint,y,0x1.00badf28d3e55p-2,0x1.547a1a5081974p-2,0x1.00badf28d3e55p-2,0x1.547a1a5081974p-2,True,1.0
van_der_pol,416,74939897799445055/18014398509481984,published,tube,x,-0x1.fe32a04d7ec1cp+0,-0x1.f6f5ea8b536c5p+0,-0x1.fe32a04d7ec1cp+0,-0x1.f6f5ea8b536c5p+0,True,1.0
van_der_pol,416,74939897799445055/18014398509481984,published,tube,y,0x1.e49ff67da70a4p-3,0x1.572ae98f7aa29p-2,0x1.e49ff67da70a4p-3,0x1.572ae98f7aa29p-2,True,1.0
van_der_pol,416,74939897799445055/18014398509481984,common,endpoint,x,-0x1.fd7669931480fp+0,-0x1.f6f6c21e92329p+0,-0x1.fd7669931480fp+0,-0x1.f6f6c21e92329p+0,True,1.0
van_der_pol,416,74939897799445055/18014398509481984,common,endpoint,y,0x1.00badf28d3e5dp-2,0x1.547a1a508196dp-2,0x1.00badf28d3e5dp-2,0x1.547a1a508196dp-2,True,1.0
van_der_pol,416,74939897799445055/18014398509481984,common,tube,x,-0x1.fe32a04d7ec0ep+0,-0x1.f6f5ea8b536d2p+0,-0x1.fe32a04d7ec0ep+0,-0x1.f6f5ea8b536d2p+0,True,1.0
van_der_pol,416,74939897799445055/18014398509481984,common,tube,y,0x1.e49ff67da70bbp-3,0x1.572ae98f7aa18p-2,0x1.e49ff67da70bbp-3,0x1.572ae98f7aa18p-2,True,1.0
van_der_pol,417,2403841337105275995/576460752303423488,published,endpoint,x,-0x1.fccaf62207a2ep+0,-0x1.f61cab4d2f48dp+0,-0x1.fccaf62207a2ep+0,-0x1.f61cab4d2f48dp+0,True,1.0
van_der_pol,417,2403841337105275995/576460752303423488,published,endpoint,y,0x1.0d51fa7e16787p-2,0x1.5ead3f05995dep-2,0x1.0d51fa7e16787p-2,0x1.5ead3f05995dep-2,True,1.0
van_der_pol,417,2403841337105275995/576460752303423488,published,tube,x,-0x1.fd8e8bc6c4d36p+0,-0x1.f61bdaca193e7p+0,-0x1.fd8e8bc6c4d36p+0,-0x1.f61bdaca193e7p+0,True,1.0
van_der_pol,417,2403841337105275995/576460752303423488,published,tube,y,0x1.fea54b6d357c1p-3,0x1.614771be88828p-2,0x1.fea54b6d357c1p-3,0x1.614771be88828p-2,True,1.0
van_der_pol,417,2403841337105275995/576460752303423488,common,endpoint,x,-0x1.fccaf62207a28p+0,-0x1.f61cab4d2f494p+0,-0x1.fccaf62207a28p+0,-0x1.f61cab4d2f494p+0,True,1.0
van_der_pol,417,2403841337105275995/576460752303423488,common,endpoint,y,0x1.0d51fa7e1678fp-2,0x1.5ead3f05995d7p-2,0x1.0d51fa7e1678fp-2,0x1.5ead3f05995d7p-2,True,1.0
van_der_pol,417,2403841337105275995/576460752303423488,common,tube,x,-0x1.fd8e8bc6c4d29p+0,-0x1.f61bdaca193f3p+0,-0x1.fd8e8bc6c4d29p+0,-0x1.f61bdaca193f3p+0,True,1.0
van_der_pol,417,2403841337105275995/576460752303423488,common,tube,y,0x1.fea54b6d357d8p-3,0x1.614771be88815p-2,0x1.fea54b6d357d8p-3,0x1.614771be88815p-2,True,1.0
van_der_pol,418,1204802972314155115/288230376151711744,published,endpoint,x,-0x1.fc17acd4bf092p+0,-0x1.f53c09196579bp+0,-0x1.fc17acd4bf092p+0,-0x1.f53c09196579bp+0,True,1.0
van_der_pol,418,1204802972314155115/288230376151711744,published,endpoint,y,0x1.198c50a16ea1fp-2,0x1.68998d1274683p-2,0x1.198c50a16ea1fp-2,0x1.68998d1274683p-2,True,1.0
van_der_pol,418,1204802972314155115/288230376151711744,published,tube,x,-0x1.fce26c45292d9p+0,-0x1.f53b3f69f8cf0p+0,-0x1.fce26c45292d9p+0,-0x1.f53b3f69f8cf0p+0,True,1.0
van_der_pol,418,1204802972314155115/288230376151711744,published,tube,y,0x1.0bf4a5c01b46ep-2,0x1.6b1de3d01af43p-2,0x1.0bf4a5c01b46ep-2,0x1.6b1de3d01af43p-2,True,1.0
van_der_pol,418,1204802972314155115/288230376151711744,common,endpoint,x,-0x1.fc17acd4bf08cp+0,-0x1.f53c0919657a0p+0,-0x1.fc17acd4bf08cp+0,-0x1.f53c0919657a0p+0,True,1.0
van_der_pol,418,1204802972314155115/288230376151711744,common,endpoint,y,0x1.198c50a16ea27p-2,0x1.68998d127467bp-2,0x1.198c50a16ea27p-2,0x1.68998d127467bp-2,True,1.0
van_der_pol,418,1204802972314155115/288230376151711744,common,tube,x,-0x1.fce26c45292ccp+0,-0x1.f53b3f69f8cfcp+0,-0x1.fce26c45292ccp+0,-0x1.f53b3f69f8cfcp+0,True,1.0
van_der_pol,418,1204802972314155115/288230376151711744,common,tube,y,0x1.0bf4a5c01b480p-2,0x1.6b1de3d01af31p-2,0x1.0bf4a5c01b480p-2,0x1.6b1de3d01af31p-2,True,1.0
van_der_pol,419,2415370552151344465/576460752303423488,published,endpoint,x,-0x1.fb5cc77d959a3p+0,-0x1.f455086f51c90p+0,-0x1.fb5cc77d959a3p+0,-0x1.f455086f51c90p+0,True,1.0
van_der_pol,419,2415370552151344465/576460752303423488,published,endpoint,y,0x1.256d3939162b6p-2,0x1.7241c9e69fc22p-2,0x1.256d3939162b6p-2,0x1.7241c9e69fc22p-2,True,1.0
van_der_pol,419,2415370552151344465/576460752303423488,published,tube,x,-0x1.fc2e7d95cdbf9p+0,-0x1.f4544558312a1p+0,-0x1.fc2e7d95cdbf9p+0,-0x1.f4544558312a1p+0,True,1.0
van_der_pol,419,2415370552151344465/576460752303423488,published,tube,y,0x1.18396caf33760p-2,0x1.74b101acff9cdp-2,0x1.18396caf33760p-2,0x1.74b101acff9cdp-2,True,1.0
van_der_pol,419,2415370552151344465/576460752303423488,common,endpoint,x,-0x1.fb5cc77d9599dp+0,-0x1.f455086f51c96p+0,-0x1.fb5cc77d9599dp+0,-0x1.f455086f51c96p+0,True,1.0
van_der_pol,419,2415370552151344465/576460752303423488,common,endpoint,y,0x1.256d3939162bdp-2,0x1.7241c9e69fc1ap-2,0x1.256d3939162bdp-2,0x1.7241c9e69fc1ap-2,True,1.0
van_der_pol,419,2415370552151344465/576460752303423488,common,tube,x,-0x1.fc2e7d95cdbecp+0,-0x1.f4544558312afp+0,-0x1.fc2e7d95cdbecp+0,-0x1.f4544558312afp+0,True,1.0
van_der_pol,419,2415370552151344465/576460752303423488,common,tube,y,0x1.18396caf33774p-2,0x1.74b101acff9b9p-2,0x1.18396caf33774p-2,0x1.74b101acff9b9p-2,True,1.0
van_der_pol,420,605283789918594675/144115188075855872,published,endpoint,x,-0x1.fa9a7dcfa801cp+0,-0x1.f367d47ec5445p+0,-0x1.fa9a7dcfa801cp+0,-0x1.f367d47ec5445p+0,True,1.0
van_der_pol,420,605283789918594675/144115188075855872,published,endpoint,y,0x1.30f7f5e980945p-2,0x1.7ba8a4e5b06ccp-2,0x1.30f7f5e980945p-2,0x1.7ba8a4e5b06ccp-2,True,1.0
van_der_pol,420,605283789918594675/144115188075855872,published,tube,x,-0x1.fb72f95860761p+0,-0x1.f36717c5c737ap+0,-0x1.fb72f95860761p+0,-0x1.f36717c5c737ap+0,True,1.0
van_der_pol,420,605283789918594675/144115188075855872,published,tube,y,0x1.242455f0dda59p-2,0x1.7e0376f72487fp-2,0x1.242455f0dda59p-2,0x1.7e0376f72487fp-2,True,1.0
van_der_pol,420,605283789918594675/144115188075855872,common,endpoint,x,-0x1.fa9a7dcfa8016p+0,-0x1.f367d47ec544ap+0,-0x1.fa9a7dcfa8016p+0,-0x1.f367d47ec544ap+0,True,1.0
van_der_pol,420,605283789918594675/144115188075855872,common,endpoint,y,0x1.30f7f5e98094ep-2,0x1.7ba8a4e5b06c4p-2,0x1.30f7f5e98094ep-2,0x1.7ba8a4e5b06c4p-2,True,1.0
van_der_pol,420,605283789918594675/144115188075855872,common,tube,x,-0x1.fb72f95860754p+0,-0x1.f36717c5c7387p+0,-0x1.fb72f95860754p+0,-0x1.f36717c5c7387p+0,True,1.0
van_der_pol,420,605283789918594675/144115188075855872,common,tube,y,0x1.242455f0dda6ep-2,0x1.7e0376f72486ap-2,0x1.242455f0dda6ep-2,0x1.7e0376f72486ap-2,True,1.0
van_der_pol,421,2426899767197412935/576460752303423488,published,endpoint,x,-0x1.f9d1056d8f2d4p+0,-0x1.f27496c89fdcap+0,-0x1.f9d1056d8f2d4p+0,-0x1.f27496c89fdcap+0,True,1.0
van_der_pol,421,2426899767197412935/576460752303423488,published,endpoint,y,0x1.3c2fb2471cbc3p-2,0x1.84d0b7d2ebee3p-2,0x1.3c2fb2471cbc3p-2,0x1.84d0b7d2ebee3p-2,True,1.0
van_der_pol,421,2426899767197412935/576460752303423488,published,tube,x,-0x1.fab0170df1ec1p+0,-0x1.f273e034ddab6p+0,-0x1.fab0170df1ec1p+0,-0x1.f273e034ddab6p+0,True,1.0
van_der_pol,421,2426899767197412935/576460752303423488,published,tube,y,0x1.2fb8a6e4d0a4fp-2,0x1.8717d97eb13ccp-2,0x1.2fb8a6e4d0a4fp-2,0x1.8717d97eb13ccp-2,True,1.0
van_der_pol,421,2426899767197412935/576460752303423488,common,endpoint,x,-0x1.f9d1056d8f2cep+0,-0x1.f27496c89fdd0p+0,-0x1.f9d1056d8f2cep+0,-0x1.f27496c89fdd0p+0,True,1.0
van_der_pol,421,2426899767197412935/576460752303423488,common,endpoint,y,0x1.3c2fb2471cbcbp-2,0x1.84d0b7d2ebedbp-2,0x1.3c2fb2471cbcbp-2,0x1.84d0b7d2ebedbp-2,True,1.0
van_der_pol,421,2426899767197412935/576460752303423488,common,tube,x,-0x1.fab0170df1eb4p+0,-0x1.f273e034ddac3p+0,-0x1.fab0170df1eb4p+0,-0x1.f273e034ddac3p+0,True,1.0
van_der_pol,421,2426899767197412935/576460752303423488,common,tube,y,0x1.2fb8a6e4d0a62p-2,0x1.8717d97eb13b9p-2,0x1.2fb8a6e4d0a62p-2,0x1.8717d97eb13b9p-2,True,1.0
van_der_pol,422,1216332187360223585/288230376151711744,published,endpoint,x,-0x1.f90091f824ec4p+0,-0x1.f17b772bdcd77p+0,-0x1.f90091f824ec4p+0,-0x1.f17b772bdcd77p+0,True,1.0
van_der_pol,422,1216332187360223585/288230376151711744,published,endpoint,y,0x1.471783c0e2fc2p-2,0x1.8dbc875e1d1c9p-2,0x1.471783c0e2fc2p-2,0x1.8dbc875e1d1c9p-2,True,1.0
van_der_pol,422,1216332187360223585/288230376151711744,published,tube,x,-0x1.f9e60c27df5a2p+0,-0x1.f17ac685be49ep+0,-0x1.f9e60c27df5a2p+0,-0x1.f17ac685be49ep+0,True,1.0
van_der_pol,422,1216332187360223585/288230376151711744,published,tube,y,0x1.3af98eb0d9b33p-2,0x1.8ff0a9d913386p-2,0x1.3af98eb0d9b33p-2,0x1.8ff0a9d913386p-2,True,1.0
van_der_pol,422,1216332187360223585/288230376151711744,common,endpoint,x,-0x1.f90091f824ebfp+0,-0x1.f17b772bdcd7cp+0,-0x1.f90091f824ebfp+0,-0x1.f17b772bdcd7cp+0,True,1.0
van_der_pol,422,1216332187360223585/288230376151711744,common,endpoint,y,0x1.471783c0e2fc9p-2,0x1.8dbc875e1d1c2p-2,0x1.471783c0e2fc9p-2,0x1.8dbc875e1d1c2p-2,True,1.0
van_der_pol,422,1216332187360223585/288230376151711744,common,tube,x,-0x1.f9e60c27df595p+0,-0x1.f17ac685be4abp+0,-0x1.f9e60c27df595p+0,-0x1.f17ac685be4abp+0,True,1.0
van_der_pol,422,1216332187360223585/288230376151711744,common,tube,y,0x1.3af98eb0d9b45p-2,0x1.8ff0a9d913374p-2,0x1.3af98eb0d9b45p-2,0x1.8ff0a9d913374p-2,True,1.0
van_der_pol,423,2438428982243481405/576460752303423488,published,endpoint,x,-0x1.f829551d14af0p+0,-0x1.f07c9bf27f409p+0,-0x1.f829551d14af0p+0,-0x1.f07c9bf27f409p+0,True,1.0
van_der_pol,423,2438428982243481405/576460752303423488,published,endpoint,y,0x1.51b269df3b4e3p-2,0x1.966e8372e38bbp-2,0x1.51b269df3b4e3p-2,0x1.966e8372e38bbp-2,True,1.0
van_der_pol,423,2438428982243481405/576460752303423488,published,tube,x,-0x1.f9150c168ef2bp+0,-0x1.f07bf103c4acbp+0,-0x1.f9150c168ef2bp+0,-0x1.f07bf103c4acbp+0,True,1.0
van_der_pol,423,2438428982243481405/576460752303423488,published,tube,y,0x1.45ea266ed2efcp-2,0x1.989053b5d3cc0p-2,0x1.45ea266ed2efcp-2,0x1.989053b5d3cc0p-2,True,1.0
van_der_pol,423,2438428982243481405/576460752303423488,common,endpoint,x,-0x1.f829551d14aebp+0,-0x1.f07c9bf27f40fp+0,-0x1.f829551d14aebp+0,-0x1.f07c9bf27f40fp+0,True,1.0
van_der_pol,423,2438428982243481405/576460752303423488,common,endpoint,y,0x1.51b269df3b4eap-2,0x1.966e8372e38b4p-2,0x1.51b269df3b4eap-2,0x1.966e8372e38b4p-2,True,1.0
van_der_pol,423,2438428982243481405/576460752303423488,common,tube,x,-0x1.f9150c168ef1dp+0,-0x1.f07bf103c4ad8p+0,-0x1.f9150c168ef1dp+0,-0x1.f07bf103c4ad8p+0,True,1.0
van_der_pol,423,2438428982243481405/576460752303423488,common,tube,y,0x1.45ea266ed2f0fp-2,0x1.989053b5d3cacp-2,0x1.45ea266ed2f0fp-2,0x1.989053b5d3cacp-2,True,1.0
