comparison_id,category,metric,new_source,old_source,case_id,system,mode,h,steps,order,setting_label,new_value,old_value,abs_diff,rel_diff,tolerance,pass_fail,note
flowstar_sweep:flowstar_rem1e-4_cut1e-10_h0p01_s10_o4:last_segment_width_sum,flowstar_sweep,last_segment_width_sum,outputs/trajectory_audit/flowstar_structured_summary.csv,outputs/flowstar_vdp_remainder_cutoff_sweep.csv,flowstar_rem1e-4_cut1e-10_h0p01_s10_o4,van_der_pol,fixed,0.01,10,4,rem1e-4_cut1e-10,0.65442200000000028,0.6544220000000003,0,0,1e-10,pass,runtime intentionally excluded
flowstar_sweep:flowstar_rem1e-4_cut1e-10_h0p01_s10_o4:tube_width_sum,flowstar_sweep,tube_width_sum,outputs/trajectory_audit/flowstar_structured_summary.csv,outputs/flowstar_vdp_remainder_cutoff_sweep.csv,flowstar_rem1e-4_cut1e-10_h0p01_s10_o4,van_der_pol,fixed,0.01,10,4,rem1e-4_cut1e-10,1.057903,1.057903,0,0,1e-10,pass,runtime intentionally excluded
flowstar_sweep:flowstar_rem1e-4_cut1e-10_h0p01_s10_o2:status,flowstar_sweep,status,outputs/trajectory_audit/flowstar_structured_summary.csv,outputs/flowstar_vdp_remainder_cutoff_sweep.csv,flowstar_rem1e-4_cut1e-10_h0p01_s10_o2,van_der_pol,fixed,0.01,10,2,rem1e-4_cut1e-10,failed,failed,,,1e-10,pass,runtime intentionally excluded
flowstar_sweep:flowstar_rem1e-4_cut1e-10_h0p01_s10_o2:failure_reason,flowstar_sweep,failure_reason,outputs/trajectory_audit/flowstar_structured_summary.csv,outputs/flowstar_vdp_remainder_cutoff_sweep.csv,flowstar_rem1e-4_cut1e-10_h0p01_s10_o2,van_der_pol,fixed,0.01,10,2,rem1e-4_cut1e-10,Flowpipe computation is terminated due to the large overestimation.,Flowpipe computation is terminated due to the large overestimation.,,,1e-10,pass,runtime intentionally excluded
flowstar_sweep:flowstar_rem1e-4_cut1e-10_h0p01_s10_o2:num_segments,flowstar_sweep,num_segments,outputs/trajectory_audit/flowstar_structured_summary.csv,outputs/flowstar_vdp_remainder_cutoff_sweep.csv,flowstar_rem1e-4_cut1e-10_h0p01_s10_o2,van_der_pol,fixed,0.01,10,2,rem1e-4_cut1e-10,0,10,10,,1e-10,pass,failed case semantics: new num_segments is parsed GNUPLOT boxes; old sweep num_segments stores requested steps
flowstar_sweep:flowstar_rem1e-4_cut1e-10_h0p01_s10_o2:last_segment_width_sum,flowstar_sweep,last_segment_width_sum,outputs/trajectory_audit/flowstar_structured_summary.csv,outputs/flowstar_vdp_remainder_cutoff_sweep.csv,flowstar_rem1e-4_cut1e-10_h0p01_s10_o2,van_der_pol,fixed,0.01,10,2,rem1e-4_cut1e-10,,,,,1e-10,pass,runtime intentionally excluded
flowstar_sweep:flowstar_rem1e-4_cut1e-10_h0p01_s10_o2:tube_width_sum,flowstar_sweep,tube_width_sum,outputs/trajectory_audit/flowstar_structured_summary.csv,outputs/flowstar_vdp_remainder_cutoff_sweep.csv,flowstar_rem1e-4_cut1e-10_h0p01_s10_o2,van_der_pol,fixed,0.01,10,2,rem1e-4_cut1e-10,,,,,1e-10,pass,runtime intentionally excluded
flowstar_sweep:flowstar_rem1e-10_cut1e-15_h0p0025_s10_o8:status,flowstar_sweep,status,outputs/trajectory_audit/flowstar_structured_summary.csv,outputs/flowstar_vdp_remainder_cutoff_sweep.csv,flowstar_rem1e-10_cut1e-15_h0p0025_s10_o8,van_der_pol,fixed,0.0025000000000000001,10,8,rem1e-10_cut1e-15,completed,completed,,,1e-10,pass,runtime intentionally excluded
flowstar_sweep:flowstar_rem1e-10_cut1e-15_h0p0025_s10_o8:failure_reason,flowstar_sweep,failure_reason,outputs/trajectory_audit/flowstar_structured_summary.csv,outputs/flowstar_vdp_remainder_cutoff_sweep.csv,flowstar_rem1e-10_cut1e-15_h0p0025_s10_o8,van_der_pol,fixed,0.0025000000000000001,10,8,rem1e-10_cut1e-15,,,,,1e-10,pass,runtime intentionally excluded
flowstar_sweep:flowstar_rem1e-10_cut1e-15_h0p0025_s10_o8:num_segments,flowstar_sweep,num_segments,outputs/trajectory_audit/flowstar_structured_summary.csv,outputs/flowstar_vdp_remainder_cutoff_sweep.csv,flowstar_rem1e-10_cut1e-15_h0p0025_s10_o8,van_der_pol,fixed,0.0025000000000000001,10,8,rem1e-10_cut1e-15,10,10,0,0,1e-10,pass,runtime intentionally excluded
flowstar_sweep:flowstar_rem1e-10_cut1e-15_h0p0025_s10_o8:last_segment_width_sum,flowstar_sweep,last_segment_width_sum,outputs/trajectory_audit/flowstar_structured_summary.csv,outputs/flowstar_vdp_remainder_cutoff_sweep.csv,flowstar_rem1e-10_cut1e-15_h0p0025_s10_o8,van_der_pol,fixed,0.0025000000000000001,10,8,rem1e-10_cut1e-15,0.46677700000000022,0.4667770000000002,0,0,1e-10,pass,runtime intentionally excluded
flowstar_sweep:flowstar_rem1e-10_cut1e-15_h0p0025_s10_o8:tube_width_sum,flowstar_sweep,tube_width_sum,outputs/trajectory_audit/flowstar_structured_summary.csv,outputs/flowstar_vdp_remainder_cutoff_sweep.csv,flowstar_rem1e-10_cut1e-15_h0p0025_s10_o8,van_der_pol,fixed,0.0025000000000000001,10,8,rem1e-10_cut1e-15,0.55717200000000022,0.5571720000000002,0,0,1e-10,pass,runtime intentionally excluded
