context,cover_validation_s,coverage_valid,depth,device,fallback_reason,finite,horner,horner_hi,horner_lo,horner_range_s,horner_stage_count,horner_stage_sha256,horner_validated,horner_width,hull_s,lane,leaf_count,leaf_counts,leaf_evaluation_s,method_requested,method_used,natural_hi,natural_lo,natural_range_s,natural_validated,natural_width,phase,phase_group,range_attribution_s,range_call_index,selected_hi,selected_lo,selected_width,selection_s,split_variables,tightened_hi,tightened_lo,tightened_width,wall_s
polynomial_truncation,0.00027464609593153,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[3.217040795548898e-05]],[[-3.2433587031030305e-05]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[6.460399498651929e-05]],0.0,A0_natural,1,[1],0.0,natural,natural,[[3.217040795548898e-05]],[[-3.2433587031030305e-05]],0.001053965650498867,True,[[6.460399498651929e-05]],polynomial_range,attribution,0.0013666972517967224,32,[[3.217040795548898e-05]],[[-3.2433587031030305e-05]],[[6.460399498651929e-05]],0.0,[[]],[[3.217040795548898e-05]],[[-3.2433587031030305e-05]],[[6.460399498651929e-05]],0.0013666972517967224
poly_times_remainder,0.00026698969304561615,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068499306265]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868025728535]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.394386117579791]],[[-0.14000068499306265]],0.0007661692798137665,True,[[1.5343868025728535]],polynomial_range,attribution,0.0010702582076191902,33,[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0,[[]],[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0010702582076191902
remainder_times_poly,0.0002636583521962166,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068499306265]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868025728535]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.394386117579791]],[[-0.14000068499306265]],0.0007602060213685036,True,[[1.5343868025728535]],polynomial_range,attribution,0.0010605799034237862,34,[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0,[[]],[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0010605799034237862
polynomial_truncation,0.00026700459420681,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[0.009777527463709938]],[[-0.012996815564251935]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[0.02277434302796187]],0.0,A0_natural,1,[1],0.0,natural,natural,[[0.009777527463709938]],[[-0.012996815564251935]],0.0009822668507695198,True,[[0.02277434302796187]],polynomial_range,attribution,0.0012866687029600143,35,[[0.009777527463709938]],[[-0.012996815564251935]],[[0.02277434302796187]],0.0,[[]],[[0.009777527463709938]],[[-0.012996815564251935]],[[0.02277434302796187]],0.0012866687029600143
poly_times_remainder,0.00027093663811683655,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.944222190333796]],[[-0.5857766650347861]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[2.529998855368582]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.944222190333796]],[[-0.5857766650347861]],0.000811360776424408,True,[[2.529998855368582]],polynomial_range,attribution,0.0011190157383680344,36,[[1.944222190333796]],[[-0.5857766650347861]],[[2.529998855368582]],0.0,[[]],[[1.944222190333796]],[[-0.5857766650347861]],[[2.529998855368582]],0.0011190157383680344
remainder_times_poly,0.0002629552036523819,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[4.402724323311574]],[[0.8704774300756952]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[3.532246893235879]],0.0,A0_natural,1,[1],0.0,natural,natural,[[4.402724323311574]],[[0.8704774300756952]],0.0007617529481649399,True,[[3.532246893235879]],polynomial_range,attribution,0.0010611042380332947,37,[[4.402724323311574]],[[0.8704774300756952]],[[3.532246893235879]],0.0,[[]],[[4.402724323311574]],[[0.8704774300756952]],[[3.532246893235879]],0.0010611042380332947
integration_overflow,0.0002640020102262497,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[6.6548988310870505e-06, 5.426897812623766e-05]]","[[-6.672310749385938e-06, -5.4126815578863826e-05]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[1.3327209580472988e-05, 0.00010839579370510149]]",0.0,A0_natural,1,[1],0.0,natural,natural,"[[6.6548988310870505e-06, 5.426897812623766e-05]]","[[-6.672310749385938e-06, -5.4126815578863826e-05]]",0.0007853945717215538,True,"[[1.3327209580472988e-05, 0.00010839579370510149]]",polynomial_range,attribution,0.0010856399312615395,38,"[[6.6548988310870505e-06, 5.426897812623766e-05]]","[[-6.672310749385938e-06, -5.4126815578863826e-05]]","[[1.3327209580472988e-05, 0.00010839579370510149]]",0.0,[[]],"[[6.6548988310870505e-06, 5.426897812623766e-05]]","[[-6.672310749385938e-06, -5.4126815578863826e-05]]","[[1.3327209580472988e-05, 0.00010839579370510149]]",0.0010856399312615395
retained_polynomial,0.0002632392570376396,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,A0_natural,1,[1],0.0,natural,natural,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.000769834965467453,True,"[[4.450147717014404e-308, 4.450147717014404e-308]]",polynomial_range,attribution,0.0010690921917557716,39,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,[[]],"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0010690921917557716
polynomial_truncation,0.00026698969304561615,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[7.530496205743397e-05]],[[-8.046524292009234e-05]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[0.0001557702049775263]],0.0,A0_natural,1,[1],0.0,natural,natural,[[7.530496205743397e-05]],[[-8.046524292009234e-05]],0.0010189441964030266,True,[[0.0001557702049775263]],polynomial_range,attribution,0.0013231616467237473,40,[[7.530496205743397e-05]],[[-8.046524292009234e-05]],[[0.0001557702049775263]],0.0,[[]],[[7.530496205743397e-05]],[[-8.046524292009234e-05]],[[0.0001557702049775263]],0.0013231616467237473
poly_times_remainder,0.0002639712765812874,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068499306265]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868025728535]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.394386117579791]],[[-0.14000068499306265]],0.0007652631029486656,True,[[1.5343868025728535]],polynomial_range,attribution,0.001065700314939022,41,[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0,[[]],[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.001065700314939022
remainder_times_poly,0.0002855202183127403,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068499306265]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868025728535]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.394386117579791]],[[-0.14000068499306265]],0.0008278721943497658,True,[[1.5343868025728535]],polynomial_range,attribution,0.001151595264673233,42,[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0,[[]],[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.001151595264673233
cutoff,0.00026413053274154663,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[4.450147717014404e-308]],0.0,A0_natural,1,[1],0.0,natural,natural,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.000770307146012783,True,[[4.450147717014404e-308]],polynomial_range,attribution,0.001071094535291195,43,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.0,[[]],[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.001071094535291195
polynomial_truncation,0.00027316436171531677,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[0.04322156130771545]],[[-0.04655034641946534]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[0.08977190772718079]],0.0,A0_natural,1,[1],0.0,natural,natural,[[0.04322156130771545]],[[-0.04655034641946534]],0.0009883027523756027,True,[[0.08977190772718079]],polynomial_range,attribution,0.001298380084335804,44,[[0.04322156130771545]],[[-0.04655034641946534]],[[0.08977190772718079]],0.0,[[]],[[0.04322156130771545]],[[-0.04655034641946534]],[[0.08977190772718079]],0.001298380084335804
poly_times_remainder,0.00026401039212942123,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.944179055779694]],[[-0.585728633378897]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[2.529907689158591]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.944179055779694]],[[-0.585728633378897]],0.0007581999525427818,True,[[2.529907689158591]],polynomial_range,attribution,0.0010585244745016098,45,[[1.944179055779694]],[[-0.585728633378897]],[[2.529907689158591]],0.0,[[]],[[1.944179055779694]],[[-0.585728633378897]],[[2.529907689158591]],0.0010585244745016098
remainder_times_poly,0.0002632066607475281,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[4.402724323311574]],[[0.8704774300756952]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[3.532246893235879]],0.0,A0_natural,1,[1],0.0,natural,natural,[[4.402724323311574]],[[0.8704774300756952]],0.0007744152098894119,True,[[3.532246893235879]],polynomial_range,attribution,0.0010739173740148544,46,[[4.402724323311574]],[[0.8704774300756952]],[[3.532246893235879]],0.0,[[]],[[4.402724323311574]],[[0.8704774300756952]],[[3.532246893235879]],0.0010739173740148544
cutoff,0.00027196481823921204,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[4.450147717014404e-308]],0.0,A0_natural,1,[1],0.0,natural,natural,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.000756310299038887,True,[[4.450147717014404e-308]],polynomial_range,attribution,0.0010645296424627304,47,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.0,[[]],[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.0010645296424627304
polynomial_truncation,0.0002743443474173546,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[3.217040795548898e-05]],[[-3.2433587031030305e-05]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[6.460399498651929e-05]],0.0,A0_natural,1,[1],0.0,natural,natural,[[3.217040795548898e-05]],[[-3.2433587031030305e-05]],0.0010053850710391998,True,[[6.460399498651929e-05]],polynomial_range,attribution,0.0013178037479519844,48,[[3.217040795548898e-05]],[[-3.2433587031030305e-05]],[[6.460399498651929e-05]],0.0,[[]],[[3.217040795548898e-05]],[[-3.2433587031030305e-05]],[[6.460399498651929e-05]],0.0013178037479519844
poly_times_remainder,0.0002738684415817261,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068499306265]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868025728535]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.394386117579791]],[[-0.14000068499306265]],0.0007489928975701332,True,[[1.5343868025728535]],polynomial_range,attribution,0.0010591400787234306,49,[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0,[[]],[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0010591400787234306
remainder_times_poly,0.00026260968297719955,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068499306265]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868025728535]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.394386117579791]],[[-0.14000068499306265]],0.0007730573415756226,True,[[1.5343868025728535]],polynomial_range,attribution,0.0010723304003477097,50,[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0,[[]],[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0010723304003477097
polynomial_truncation,0.00029434729367494583,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[0.009777527463709938]],[[-0.012996815564251935]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[0.02277434302796187]],0.0,A0_natural,1,[1],0.0,natural,natural,[[0.009777527463709938]],[[-0.012996815564251935]],0.001124408096075058,True,[[0.02277434302796187]],polynomial_range,attribution,0.0014602001756429672,51,[[0.009777527463709938]],[[-0.012996815564251935]],[[0.02277434302796187]],0.0,[[]],[[0.009777527463709938]],[[-0.012996815564251935]],[[0.02277434302796187]],0.0014602001756429672
poly_times_remainder,0.0002751937136054039,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.944222190333796]],[[-0.5857766650347861]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[2.529998855368582]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.944222190333796]],[[-0.5857766650347861]],0.0008214283734560013,True,[[2.529998855368582]],polynomial_range,attribution,0.0011348417028784752,52,[[1.944222190333796]],[[-0.5857766650347861]],[[2.529998855368582]],0.0,[[]],[[1.944222190333796]],[[-0.5857766650347861]],[[2.529998855368582]],0.0011348417028784752
remainder_times_poly,0.0002750959247350693,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[4.402724323311574]],[[0.8704774300756952]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[3.532246893235879]],0.0,A0_natural,1,[1],0.0,natural,natural,[[4.402724323311574]],[[0.8704774300756952]],0.000864444300532341,True,[[3.532246893235879]],polynomial_range,attribution,0.0011779861524701118,53,[[4.402724323311574]],[[0.8704774300756952]],[[3.532246893235879]],0.0,[[]],[[4.402724323311574]],[[0.8704774300756952]],[[3.532246893235879]],0.0011779861524701118
integration_overflow,0.00026704464107751846,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[6.6548988310870505e-06, 5.426897812623766e-05]]","[[-6.672310749385938e-06, -5.4126815578863826e-05]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[1.3327209580472988e-05, 0.00010839579370510149]]",0.0,A0_natural,1,[1],0.0,natural,natural,"[[6.6548988310870505e-06, 5.426897812623766e-05]]","[[-6.672310749385938e-06, -5.4126815578863826e-05]]",0.0007556891068816185,True,"[[1.3327209580472988e-05, 0.00010839579370510149]]",polynomial_range,attribution,0.0010581081733107567,54,"[[6.6548988310870505e-06, 5.426897812623766e-05]]","[[-6.672310749385938e-06, -5.4126815578863826e-05]]","[[1.3327209580472988e-05, 0.00010839579370510149]]",0.0,[[]],"[[6.6548988310870505e-06, 5.426897812623766e-05]]","[[-6.672310749385938e-06, -5.4126815578863826e-05]]","[[1.3327209580472988e-05, 0.00010839579370510149]]",0.0010581081733107567
cutoff,0.0002717152237892151,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,A0_natural,1,[1],0.0,natural,natural,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0007667113095521927,True,"[[4.450147717014404e-308, 4.450147717014404e-308]]",polynomial_range,attribution,0.001074756495654583,55,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,[[]],"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.001074756495654583
