run_id,plant,route,batch,group_size,groups,requests
formal-b32-rep2-brusselator-Q,brusselator,Q,32,11,616,6776
formal-b32-rep2-brusselator-Q,brusselator,Q,32,12,352,4224
formal-b32-rep2-brusselator-Q,brusselator,Q,32,13,266,3458
formal-b32-rep2-brusselator-Q,brusselator,Q,32,14,251,3514
formal-b32-rep2-brusselator-Q,brusselator,Q,32,15,233,3495
formal-b32-rep2-brusselator-Q,brusselator,Q,32,16,221,3536
formal-b32-rep2-brusselator-Q,brusselator,Q,32,17,121,2057
formal-b32-rep2-brusselator-Q,brusselator,Q,32,18,62,1116
formal-b32-rep2-brusselator-Q,brusselator,Q,32,19,59,1121
formal-b32-rep2-brusselator-Q,brusselator,Q,32,20,39,780
formal-b32-rep2-brusselator-Q,brusselator,Q,32,21,32,672
formal-b32-rep2-brusselator-Q,brusselator,Q,32,22,16,352
formal-b32-rep2-brusselator-Q,brusselator,Q,32,23,25,575
formal-b32-rep2-brusselator-Q,brusselator,Q,32,24,17,408
formal-b32-rep2-brusselator-Q,brusselator,Q,32,25,12,300
formal-b32-rep2-brusselator-Q,brusselator,Q,32,26,10,260
formal-b32-rep2-brusselator-Q,brusselator,Q,32,27,2,54
formal-b32-rep2-brusselator-Q,brusselator,Q,32,28,2,56
formal-b32-rep2-brusselator-Q,brusselator,Q,32,29,2,58
formal-b32-rep2-brusselator-Q,brusselator,Q,32,31,3,93
formal-b32-rep2-brusselator-S,brusselator,S,32,1,106919,106919
formal-b32-rep2-brusselator-G,brusselator,G,32,1,8586,8586
formal-b32-rep2-brusselator-G,brusselator,G,32,2,4349,8698
formal-b32-rep2-brusselator-G,brusselator,G,32,3,2475,7425
formal-b32-rep2-brusselator-G,brusselator,G,32,4,1943,7772
formal-b32-rep2-brusselator-G,brusselator,G,32,5,1532,7660
formal-b32-rep2-brusselator-G,brusselator,G,32,6,1095,6570
formal-b32-rep2-brusselator-G,brusselator,G,32,7,892,6244
formal-b32-rep2-brusselator-G,brusselator,G,32,8,800,6400
formal-b32-rep2-brusselator-G,brusselator,G,32,9,709,6381
formal-b32-rep2-brusselator-G,brusselator,G,32,10,558,5580
formal-b32-rep2-brusselator-G,brusselator,G,32,11,497,5467
formal-b32-rep2-brusselator-G,brusselator,G,32,12,441,5292
formal-b32-rep2-brusselator-G,brusselator,G,32,13,316,4108
formal-b32-rep2-brusselator-G,brusselator,G,32,14,224,3136
formal-b32-rep2-brusselator-G,brusselator,G,32,15,198,2970
formal-b32-rep2-brusselator-G,brusselator,G,32,16,165,2640
formal-b32-rep2-brusselator-G,brusselator,G,32,17,118,2006
formal-b32-rep2-brusselator-G,brusselator,G,32,18,91,1638
formal-b32-rep2-brusselator-G,brusselator,G,32,19,61,1159
formal-b32-rep2-brusselator-G,brusselator,G,32,20,44,880
formal-b32-rep2-brusselator-G,brusselator,G,32,21,87,1827
formal-b32-rep2-brusselator-G,brusselator,G,32,22,90,1980
formal-b32-rep2-brusselator-G,brusselator,G,32,23,32,736
formal-b32-rep2-brusselator-G,brusselator,G,32,24,24,576
formal-b32-rep2-brusselator-G,brusselator,G,32,25,30,750
formal-b32-rep2-brusselator-G,brusselator,G,32,26,8,208
formal-b32-rep2-brusselator-G,brusselator,G,32,27,1,27
formal-b32-rep2-brusselator-G,brusselator,G,32,28,3,84
formal-b32-rep2-brusselator-G,brusselator,G,32,29,2,58
formal-b32-rep2-brusselator-G,brusselator,G,32,30,1,30
formal-b32-rep2-brusselator-G,brusselator,G,32,31,1,31
